,AWS Mph WVc,Gust Mph Max,AvgT Deg_F Avg,ABP InHg Avg,AWD_cos,AWD_sin,Sample Value
2017-04-01 00:00:00,5.989,15.55,38.74,29.41,0.9980267284282716,-0.06279051952931326,4.0
2017-04-01 01:00:00,5.059,11.3,39.46,29.44,0.9781476007338056,-0.20791169081775987,6.0
2017-04-01 02:00:00,5.39,11.3,39.08,29.45,0.999925369660452,-0.012217000835246654,7.0
2017-04-01 03:00:00,5.233,11.59,38.95,29.47,0.9916711623830904,-0.12879559657756298,6.0
2017-04-01 04:00:00,3.614,8.68,38.86,29.49,0.841510781945306,-0.5402403204776552,8.0
2017-04-01 05:00:00,2.051,4.716,36.87,29.49,0.6238795967093866,-0.7815204724188184,11.0
2017-04-01 06:00:00,2.134,4.19,35.21,29.51,0.1357155724343046,-0.9907478404714436,16.0
2017-04-01 07:00:00,2.335,5.277,36.02,29.55,0.3616245700820922,-0.9323238012155123,20.0
2017-04-01 08:00:00,3.432,9.59,40.24,29.57,0.9494254776419039,-0.3139924559674049,16.0
2017-04-01 09:00:00,4.208,7.87,43.56,29.58,0.9958033304184755,0.09151899872415878,7.0
2017-04-01 10:00:00,3.8,7.975,46.39,29.6,0.9620276715860859,0.2729519355173252,6.0
2017-04-01 11:00:00,6.496,10.53,47.52,29.6,0.7106766975124694,0.7035187500079654,11.0
2017-04-01 12:00:00,7.494,11.13,47.04,29.6,0.760859180527446,0.6489170265967007,18.0
2017-04-01 13:00:00,7.483,10.74,46.61,29.59,0.5970652563891975,0.8021926698823056,19.0
2017-04-01 14:00:00,7.742999999999999,12.15,45.99,29.58,0.31266650227898785,0.9498629681973204,7.0
2017-04-01 15:00:00,7.569,13.02,46.36,29.57,0.14608302856241187,0.9892723329629883,9.0
2017-04-01 16:00:00,6.3660000000000005,10.81,46.55,29.57,0.01919744239968964,0.9998157121216442,16.0
2017-04-01 17:00:00,5.787000000000001,9.48,47.0,29.57,0.16332596224162232,0.9865721616069694,5.0
2017-04-01 18:00:00,4.999,9.52,44.14,29.57,0.031410759078128396,0.9995065603657316,14.0
2017-04-01 19:00:00,2.987,6.502999999999999,44.39,29.57,-0.2957080500440468,0.9552783621223436,9.0
2017-04-01 20:00:00,2.441,5.347,46.18,29.57,-0.8290375725550416,0.5591929034707469,19.0
2017-04-01 21:00:00,2.417,4.506,45.28,29.58,-0.9372819894918916,-0.3485720473218151,17.0
2017-04-01 22:00:00,1.631,3.2089999999999996,43.83,29.58,-0.9923319378854887,0.12360147674049311,28.0
2017-04-01 23:00:00,1.278,2.7880000000000003,43.04,29.58,-0.6018150231520483,-0.7986355100472928,29.0
2017-04-02 00:00:00,1.7169999999999999,2.964,42.08,29.58,-0.9719610005785462,-0.23514211310259023,24.0
2017-04-02 01:00:00,1.435,3.5239999999999996,42.58,29.57,-0.9003187714021935,0.43523109937232757,16.0
2017-04-02 02:00:00,1.536,4.05,42.09,29.54,-0.8964864303834406,0.4430711908241797,16.0
2017-04-02 03:00:00,2.7680000000000002,4.996,42.13,29.53,-0.981627183447664,-0.19080899537654472,11.0
2017-04-02 04:00:00,2.5980000000000003,5.136,42.87,29.54,-0.941470544812038,-0.3370952584230819,10.0
2017-04-02 05:00:00,2.155,5.171,43.74,29.54,-0.9521293927421386,0.305695304963106,7.0
2017-04-02 06:00:00,2.36,4.436,43.74,29.55,-0.9999756307053947,-0.00698126029796144,11.0
2017-04-02 07:00:00,2.106,5.662000000000001,44.23,29.55,-0.998440764181981,0.05582150499316356,9.0
2017-04-02 08:00:00,3.878,7.1339999999999995,46.03,29.56,-0.9792228106217659,-0.2027872953565121,10.0
2017-04-02 09:00:00,4.305,8.05,49.39,29.55,-0.8633955506067718,-0.5045276238150191,12.0
2017-04-02 10:00:00,7.162999999999999,13.23,55.36,29.53,-0.9966373868180366,-0.08193850863004058,8.0
2017-04-02 11:00:00,7.754,14.67,56.81,29.51,-0.9884938868086836,0.15126082024721876,4.0
2017-04-02 12:00:00,8.06,15.79,58.2,29.48,-0.9366721892483976,0.35020738125946754,5.0
2017-04-02 13:00:00,6.845,13.44,57.45,29.45,-0.8925858184521254,0.45087754068943103,3.0
2017-04-02 14:00:00,6.916,13.3,56.57,29.42,-0.941470544812038,0.33709525842308213,6.0
2017-04-02 15:00:00,6.082999999999999,12.78,51.02,29.39,0.04013179253255974,0.999194395114446,6.0
2017-04-02 16:00:00,5.17,9.69,48.35,29.38,0.1270646086013506,0.9918944425900297,10.0
2017-04-02 17:00:00,5.581,10.04,47.41,29.35,0.20893589040241176,0.9779293398307218,9.0
2017-04-02 18:00:00,4.992,10.01,45.88,29.34,0.1409012319375828,0.9900236577165575,6.0
2017-04-02 19:00:00,4.4110000000000005,9.69,46.23,29.32,0.3037005008193945,0.9527675507709364,8.0
2017-04-02 20:00:00,4.228,9.8,46.88,29.31,-0.09584575252022395,0.9953961983671789,7.0
2017-04-02 21:00:00,4.319,9.8,47.49,29.3,0.26521956853289474,0.9641880420681566,32.0
2017-04-02 22:00:00,4.954,8.57,45.25,29.27,0.3969877061872496,0.9178239270885162,14.0
2017-04-02 23:00:00,4.177,7.309,45.4,29.24,0.4104005626044149,0.9119053559520197,13.0
2017-04-03 00:00:00,3.87,8.36,45.75,29.21,0.1409012319375828,0.9900236577165575,10.0
2017-04-03 01:00:00,3.0260000000000002,6.854,45.63,29.18,0.11840396830650095,0.9929655081065369,17.0
2017-04-03 02:00:00,4.646,10.22,50.54,29.15,-0.661311865323652,0.7501110696304594,16.0
2017-04-03 03:00:00,3.695,11.69,51.98,29.13,-0.7890840848346905,0.6142852000989434,7.0
2017-04-03 04:00:00,3.2910000000000004,6.994,48.75,29.1,0.6982903628478098,0.7158146192652635,12.0
2017-04-03 05:00:00,3.99,8.33,44.92,29.08,0.5288827828010129,0.8486948816015427,14.0
2017-04-03 06:00:00,2.9960000000000004,5.557,45.09,29.07,0.7482614161630712,0.663403989347091,13.0
2017-04-03 07:00:00,3.64,8.96,46.01,29.03,0.7520699167772584,0.6590833333339933,59.0
2017-04-03 08:00:00,5.315,10.04,46.27,29.0,0.4408793407386586,0.8975663802247975,128.0
2017-04-03 09:00:00,4.7330000000000005,9.06,45.13,28.99,0.7597254483793047,0.6502439873500289,146.0
2017-04-03 10:00:00,3.85,8.01,45.13,28.98,0.6398414789511786,0.7685069172190765,134.0
2017-04-03 11:00:00,4.289,7.379,45.04,28.95,0.4119915118135288,0.9111876832977951,145.0
2017-04-03 12:00:00,3.875,7.379,44.55,28.91,0.817547124842473,0.5758617009854066,9.0
2017-04-03 13:00:00,4.012,7.1339999999999995,45.45,28.87,0.5760043811049941,0.8174466055638452,47.0
2017-04-03 14:00:00,5.585,12.15,46.3,28.83,0.16848937956500276,0.9857034690888535,202.0
2017-04-03 15:00:00,5.352,10.67,45.96,28.8,0.16332596224162232,0.9865721616069694,128.0
2017-04-03 16:00:00,4.3919999999999995,9.06,45.12,28.78,0.6041819699144886,0.7968463761794039,18.0
2017-04-03 17:00:00,4.766,10.25,46.81,28.76,0.3110082032786818,0.9504072271891487,15.0
2017-04-03 18:00:00,3.361,8.57,46.62,28.73,0.8681988144891423,0.4962165036752082,11.0
2017-04-03 19:00:00,4.3389999999999995,8.57,46.49,28.7,0.9258705848099947,-0.3778407868184672,21.0
2017-04-03 20:00:00,3.287,6.537999999999999,47.0,28.71,0.9982398279237653,-0.05930637357596173,17.0
2017-04-03 21:00:00,3.6289999999999996,6.398,45.19,28.73,0.9991228300988584,-0.04187565372919905,20.0
2017-04-03 22:00:00,4.577,13.79,45.33,28.73,0.7477980904985316,-0.6639262126522418,21.0
2017-04-03 23:00:00,8.17,15.3,45.67,28.74,0.3616245700820922,-0.9323238012155123,13.0
2017-04-04 00:00:00,9.49,17.96,46.44,28.75,0.2923717047227367,-0.9563047559630354,13.0
2017-04-04 01:00:00,7.787999999999999,15.72,46.47,28.78,0.1581580672544841,-0.9874138067509113,12.0
2017-04-04 02:00:00,8.84,18.35,47.31,28.8,0.22665130743685485,-0.9739759672790517,8.0
2017-04-04 03:00:00,9.59,16.39,47.43,28.82,0.1443562010009738,-0.9895257890689694,7.0
2017-04-04 04:00:00,8.89,16.63,47.15,28.84,0.09063258019777964,-0.9958843986159704,7.0
2017-04-04 05:00:00,9.19,16.14,47.03,28.88,0.06453230825295732,-0.997915618272179,11.0
2017-04-04 06:00:00,8.57,16.11,46.83,28.92,0.15126082024721935,-0.9884938868086836,7.0
2017-04-04 07:00:00,8.72,15.26,47.09,28.95,0.25713279315469584,-0.9663760793213294,32.0
2017-04-04 08:00:00,9.12,16.21,47.05,28.99,0.2621891786408649,-0.9650164944723114,14.0
2017-04-04 09:00:00,8.86,15.69,46.96,29.02,0.5150380749100542,-0.8571673007021123,11.0
2017-04-04 10:00:00,7.528,12.43,46.28,29.06,0.34857204732181424,-0.9372819894918919,17.0
2017-04-04 11:00:00,4.541,12.46,47.27,29.1,0.7408045962867502,-0.67172058932299,10.0
2017-04-04 12:00:00,6.029,13.76,46.47,29.13,0.9857034690888535,0.16848937956500257,5.0
2017-04-04 13:00:00,6.733,12.53,47.55,29.16,0.9842265000966649,0.17691296308487325,4.0
2017-04-04 14:00:00,6.71,12.57,49.26,29.17,0.764133884774686,0.6450576765988812,13.0
2017-04-04 15:00:00,6.263,13.41,49.2,29.19,0.32441274290910976,0.9459156263843979,14.0
2017-04-04 16:00:00,6.622999999999999,14.77,47.11,29.22,0.6798253911662925,0.7333740093060276,16.0
2017-04-04 17:00:00,5.292999999999999,9.24,46.99,29.23,0.44447884121989006,0.8957893500750184,4.0
2017-04-04 18:00:00,3.795,8.22,46.32,29.26,0.012217000835247358,0.999925369660452,4.0
2017-04-04 19:00:00,2.533,5.136,47.23,29.29,-1.0,1.2246467991473532e-16,6.0
2017-04-04 20:00:00,1.646,3.069,46.86,29.3,0.0993197497436391,0.9950555699612262,20.0
2017-04-04 21:00:00,1.7730000000000001,3.805,43.93,29.29,-0.14435620100097324,0.9895257890689695,20.0
2017-04-04 22:00:00,2.051,4.5760000000000005,43.44,29.28,-0.033155178388526156,0.9994502159417572,18.0
2017-04-04 23:00:00,1.974,3.98,43.3,29.29,-0.1908089953765448,0.981627183447664,14.0
2017-04-05 00:00:00,3.432,6.468,44.81,29.29,0.19354946805086018,0.9810905174433341,13.0
2017-04-05 01:00:00,4.49,8.36,44.06,29.28,0.6483856885889422,0.7613120246213397,9.0
2017-04-05 02:00:00,4.256,10.43,43.73,29.29,0.4294080598373323,0.903110579135655,6.0
2017-04-05 03:00:00,4.051,7.45,42.52,29.31,0.2876948454596128,0.9577221287492367,6.0
2017-04-05 04:00:00,6.482,13.79,41.37,29.28,0.5576002360134127,0.8301096173384491,4.0
2017-04-05 05:00:00,7.621,15.05,41.05,29.25,0.5043769251803376,0.8634835941380867,1.0
2017-04-05 06:00:00,8.77,17.89,41.44,29.23,0.5500435393272449,0.8351359798525971,2.0
2017-04-05 07:00:00,7.252000000000001,14.88,41.4,29.23,0.4995464816407428,0.8662870844473874,46.0
2017-04-05 08:00:00,7.662000000000001,13.2,40.71,29.22,0.40976383260688737,0.912191647345729,52.0
2017-04-05 09:00:00,7.284,13.48,40.69,29.21,0.38864156527152316,0.9213890241061592,83.0
2017-04-05 10:00:00,10.58,22.73,41.57,29.15,0.6004202253258841,0.7996846584870905,64.0
2017-04-05 11:00:00,12.84,23.68,41.22,29.12,0.7789003230625264,0.6271477391596751,43.0
2017-04-05 12:00:00,14.9,27.43,41.21,29.09,0.8066509611371316,0.5910281100730673,33.0
2017-04-05 13:00:00,14.04,24.73,40.67,29.08,0.8649763075932707,0.5018127014158883,17.0
2017-04-05 14:00:00,16.07,27.04,40.67,29.05,0.8507193843615516,0.5256201376198429,14.0
2017-04-05 15:00:00,17.17,34.96,40.07,29.03,0.8431100007984065,0.5377411334031562,8.0
2017-04-05 16:00:00,17.44,32.61,39.8,29.02,0.868458513820212,0.4957618478394526,4.0
2017-04-05 17:00:00,15.66,31.49,39.11,29.03,0.9335804264972017,0.35836794954530027,8.0
2017-04-05 18:00:00,17.66,34.54,39.12,29.02,0.9198214973217377,0.39233711660356146,4.0
2017-04-05 19:00:00,17.94,34.58,39.11,29.0,0.9012283419994114,0.4333445229571871,2.0
2017-04-05 20:00:00,16.42,31.0,39.3,29.01,0.9161529816955393,0.4008287840591951,6.0
2017-04-05 21:00:00,16.41,35.35,39.77,29.02,0.9131190231965356,0.40769308244880087,4.0
2017-04-05 22:00:00,18.61,34.23,39.13,29.01,0.8975663802247975,0.44087934073865853,2.0
2017-04-05 23:00:00,17.17,35.87,39.23,29.0,0.9160830099219006,0.4009886768132373,3.0
2017-04-06 00:00:00,14.89,31.25,38.97,29.01,0.9773789962644952,0.21149538449102806,2.0
2017-04-06 01:00:00,14.42,29.46,37.62,29.01,0.9993908270190958,-0.034899496702500823,2.0
2017-04-06 02:00:00,15.72,36.05,38.29,29.0,0.9939609554551796,-0.10973431109104577,5.0
2017-04-06 03:00:00,17.49,37.17,38.46,29.0,0.992546151641322,-0.12186934340514811,4.0
2017-04-06 04:00:00,17.38,35.07,37.67,29.02,0.9681476403781076,-0.2503800040544419,2.0
2017-04-06 05:00:00,17.85,37.66,37.31,29.04,0.9698720152847468,-0.24361501178602255,4.0
2017-04-06 06:00:00,16.51,34.4,38.7,29.07,0.9707164815781909,-0.2402280424772631,3.0
2017-04-06 07:00:00,18.13,36.12,39.2,29.1,0.9663760793213293,-0.2571327931546962,2.0
2017-04-06 08:00:00,17.36,36.22,40.32,29.11,0.9573194975320674,-0.28903179694447134,4.0
2017-04-06 09:00:00,16.55,36.92,41.29,29.13,0.960293685676943,-0.27899110603922966,9.0
2017-04-06 10:00:00,17.82,41.9,41.16,29.16,0.9593139745400575,-0.28234145684287665,20.0
2017-04-06 11:00:00,19.03,38.43,41.7,29.19,0.9631625667976579,-0.2689198206152667,29.0
2017-04-06 12:00:00,15.91,33.21,42.67,29.2,0.958322574465133,-0.2856883674049744,29.0
2017-04-06 13:00:00,16.72,33.0,42.87,29.22,0.9694453498951386,-0.24530738587880335,51.0
2017-04-06 14:00:00,14.47,29.35,43.02,29.24,0.9952273999818311,-0.09758289975915073,17.0
2017-04-06 15:00:00,13.52,27.6,43.63,29.25,0.9832549075639545,-0.18223552549214783,26.0
2017-04-06 16:00:00,12.86,25.22,43.21,29.26,0.9916711623830904,-0.12879559657756298,19.0
2017-04-06 17:00:00,11.48,24.2,43.28,29.28,0.98540789848349,-0.17020949916603367,6.0
2017-04-06 18:00:00,9.9,22.66,41.83,29.3,0.9948807088287882,-0.10105629718294651,4.0
2017-04-06 19:00:00,9.36,18.8,40.46,29.31,0.998806137341434,-0.04884976979561402,1.0
2017-04-06 20:00:00,9.03,20.84,39.79,29.34,0.999559860119384,-0.02966624408511093,7.0
2017-04-06 21:00:00,9.22,21.68,39.55,29.36,0.9971047422300628,0.07604033812602315,3.0
2017-04-06 22:00:00,9.01,19.82,39.8,29.37,0.9995346562229704,0.030503622886935856,3.0
2017-04-06 23:00:00,8.19,18.59,39.82,29.38,0.9982398279237653,-0.05930637357596173,4.0
2017-04-07 00:00:00,9.84,21.43,39.84,29.38,0.9677091704819711,-0.252069358243114,4.0
2017-04-07 01:00:00,10.75,24.45,40.9,29.38,0.9245460336123131,-0.381070376350274,4.0
2017-04-07 02:00:00,8.53,20.59,40.38,29.37,0.7107994738729921,-0.7033947028105043,2.0
2017-04-07 03:00:00,8.17,15.55,39.19,29.38,0.6347305132022674,-0.7727335734973513,4.0
2017-04-07 04:00:00,7.439,17.02,38.95,29.38,0.7524149088957245,-0.6586894601186805,5.0
2017-04-07 05:00:00,8.15,19.96,39.13,29.39,0.8069603121438019,-0.5906056676199254,7.0
2017-04-07 06:00:00,8.17,21.82,38.89,29.41,0.8461931661275636,-0.5328762760707306,8.0
2017-04-07 07:00:00,9.95,23.12,39.87,29.43,0.8396198645344132,-0.5431744499506707,8.0
2017-04-07 08:00:00,11.95,26.48,40.69,29.45,0.951594403879438,-0.3073566177998074,6.0
2017-04-07 09:00:00,12.96,28.27,40.82,29.46,0.9672677527758767,-0.2537579445848059,5.0
2017-04-07 10:00:00,12.44,28.34,41.35,29.48,0.958819734868193,-0.2840153447039227,9.0
2017-04-07 11:00:00,12.43,26.44,42.47,29.48,0.9762960071199334,-0.21643961393810288,17.0
2017-04-07 12:00:00,11.85,24.62,42.75,29.49,0.9995065603657316,-0.03141075907812836,4.0
2017-04-07 13:00:00,11.34,22.76,43.69,29.49,0.996917333733128,-0.07845909572784562,30.0
2017-04-07 14:00:00,10.61,23.05,44.93,29.48,0.9993908270190958,-0.034899496702500823,10.0
2017-04-07 15:00:00,10.65,18.45,46.14,29.47,0.9803401103263931,0.19731514915291054,6.0
2017-04-07 16:00:00,10.18,17.82,46.67,29.46,0.9346396146899064,0.35559638728803655,2.0
2017-04-07 17:00:00,8.47,15.65,45.51,29.46,0.8522751837888447,0.5230936924659779,1.0
2017-04-07 18:00:00,5.354,11.41,45.16,29.45,0.42356711313607953,0.9058647253699459,0.0
2017-04-07 19:00:00,2.588,7.029,42.56,29.44,-0.18738131458572438,0.9822872507286887,0.0
2017-04-07 20:00:00,1.923,4.015,41.57,29.44,-0.9626917464264788,0.2706004459758636,1.0
2017-04-07 21:00:00,3.043,5.171,41.07,29.44,-0.9420574527872969,-0.33545156975025453,16.0
2017-04-07 22:00:00,3.4619999999999997,5.978,41.26,29.43,-0.9923319378854888,-0.12360147674049199,20.0
2017-04-07 23:00:00,3.7119999999999997,6.819,41.41,29.42,-0.9685831611286311,-0.24868988716485502,10.0
2017-04-08 00:00:00,2.221,5.487,41.09,29.42,-0.781520472418819,-0.623879596709386,11.0
2017-04-08 01:00:00,3.3510000000000004,6.502999999999999,40.79,29.42,-0.8980275757606159,-0.4399391698559147,14.0
2017-04-08 02:00:00,4.104,8.08,41.17,29.41,-0.923879532511287,-0.3826834323650892,23.0
2017-04-08 03:00:00,3.9410000000000003,8.4,40.51,29.41,-0.8902128046111266,-0.4555449072335153,12.0
2017-04-08 04:00:00,4.4510000000000005,8.85,40.36,29.41,-0.9258705848099948,-0.3778407868184669,13.0
2017-04-08 05:00:00,4.166,6.819,39.88,29.41,-0.997915618272179,-0.06453230825295783,15.0
2017-04-08 06:00:00,4.379,7.94,39.91,29.42,-0.9989705697907146,-0.04536298812925394,20.0
2017-04-08 07:00:00,5.922000000000001,10.25,42.01,29.44,-0.9960410654107696,-0.0888942968664412,14.0
2017-04-08 08:00:00,6.718999999999999,12.74,46.56,29.43,-0.9822872507286886,-0.18738131458572477,23.0
2017-04-08 09:00:00,9.07,16.28,52.17,29.42,-0.9494254776419039,-0.31399245596740494,15.0
2017-04-08 10:00:00,10.72,19.89,55.74,29.4,-0.8813034520649925,-0.4725507648690535,21.0
2017-04-08 11:00:00,11.87,21.64,57.85,29.38,-0.9106836608061771,-0.41310442982454176,13.0
2017-04-08 12:00:00,11.59,22.45,61.06,29.35,-0.953190667792947,-0.30236989075044435,17.0
2017-04-08 13:00:00,12.37,22.52,63.01,29.33,-0.849892692986864,-0.5269557954966775,15.0
2017-04-08 14:00:00,12.3,22.48,65.07,29.31,-0.9731788727770883,-0.2300497371881045,11.0
2017-04-08 15:00:00,13.6,22.98,65.97,29.27,-0.99556196460308,-0.09410831331851455,17.0
2017-04-08 16:00:00,13.78,25.25,66.73,29.25,-0.9993283937786562,-0.036643708706556095,16.0
2017-04-08 17:00:00,12.88,24.31,66.16,29.23,-0.9995065603657316,-0.03141075907812844,15.0
2017-04-08 18:00:00,12.23,25.11,64.99,29.22,-0.9998766324816606,0.01570731731182071,16.0
2017-04-08 19:00:00,10.45,19.86,63.31,29.22,-0.99780146829205,0.06627390040000057,13.0
2017-04-08 20:00:00,9.43,17.3,61.19,29.23,-0.9916711623830904,0.12879559657756287,12.0
2017-04-08 21:00:00,9.83,18.84,60.11,29.23,-0.9995065603657316,-0.03141075907812844,14.0
2017-04-08 22:00:00,10.85,21.5,58.88,29.23,-0.9672677527758768,-0.25375794458480555,15.0
2017-04-08 23:00:00,9.27,17.61,58.66,29.23,-0.9602936856769432,-0.2789911060392289,13.0
2017-04-09 00:00:00,10.45,19.96,58.38,29.23,-0.9719610005785462,-0.23514211310259023,13.0
2017-04-09 01:00:00,11.35,23.92,58.01,29.22,-0.984195607969242,-0.17708474031958318,15.0
2017-04-09 02:00:00,10.66,22.73,58.37,29.2,-0.9774158942860959,-0.2113247964553886,15.0
2017-04-09 03:00:00,10.49,20.07,58.27,29.19,-0.9747611941912218,-0.22325011601095143,16.0
2017-04-09 04:00:00,10.31,21.22,57.48,29.19,-0.9432226579476011,-0.332161131883703,16.0
2017-04-09 05:00:00,9.15,19.23,56.57,29.18,-0.9751493543055633,-0.22154849761946704,13.0
2017-04-09 06:00:00,8.69,16.95,56.41,29.18,-0.9588197348681932,-0.28401534470392237,15.0
2017-04-09 07:00:00,10.02,19.86,57.24,29.19,-0.9668233886044595,-0.25544575793579033,17.0
2017-04-09 08:00:00,11.46,23.64,59.81,29.19,-0.931691227585549,-0.3632512304729782,16.0
2017-04-09 09:00:00,13.72,26.55,63.18,29.18,-0.9354440308298675,-0.35347484377925675,32.0
2017-04-09 10:00:00,12.37,25.92,65.41,29.17,-0.9408807689542255,-0.3387379202452915,18.0
2017-04-09 11:00:00,12.75,25.95,67.66,29.15,-0.9759167619387475,-0.21814324139654206,19.0
2017-04-09 12:00:00,13.01,23.54,70.25,29.13,-0.9711342799096361,-0.23853345757858088,14.0
2017-04-09 13:00:00,13.46,26.48,73.29,29.11,-0.9715491199976461,-0.2368381460656188,24.0
2017-04-09 14:00:00,14.48,28.93,75.09,29.09,-0.9499720515246528,-0.3123349185122318,35.0
2017-04-09 15:00:00,16.3,32.61,76.5,29.06,-0.9258705848099948,-0.3778407868184669,101.0
2017-04-09 16:00:00,17.05,32.26,75.42,29.04,-0.9862856015372314,-0.16504760586067743,68.0
2017-04-09 17:00:00,16.47,34.61,75.68,29.03,-0.9921147013144779,-0.12533323356430384,47.0
2017-04-09 18:00:00,16.03,33.84,74.28,29.03,-0.9832549075639546,-0.18223552549214703,41.0
2017-04-09 19:00:00,15.64,31.95,72.32,29.05,-0.953190667792947,-0.30236989075044435,44.0
2017-04-09 20:00:00,13.21,26.06,70.3,29.07,-0.9390942520947092,-0.3436596945856159,29.0
2017-04-09 21:00:00,13.26,26.66,69.71,29.08,-0.923879532511287,-0.3826834323650892,40.0
2017-04-09 22:00:00,14.29,27.18,69.57,29.07,-0.9163627295622396,-0.40034903255689497,44.0
2017-04-09 23:00:00,14.09,28.86,68.6,29.07,-0.9402881270104189,-0.34037955021305016,35.0
2017-04-10 00:00:00,13.77,31.32,68.13,29.08,-0.9323238012155122,-0.36162457008209226,45.0
2017-04-10 01:00:00,14.63,27.6,68.09,29.08,-0.8633955506067718,-0.5045276238150191,38.0
2017-04-10 02:00:00,14.81,28.13,68.11,29.09,-0.8607420270039439,-0.5090414157503709,45.0
2017-04-10 03:00:00,12.63,24.13,66.62,29.08,-0.8972583696743287,-0.44150585279174465,38.0
2017-04-10 04:00:00,14.75,26.59,66.25,29.08,-0.8424523970071478,-0.5387707850068627,34.0
2017-04-10 05:00:00,14.15,28.55,66.26,29.1,-0.8562670846003283,-0.5165333288666417,33.0
2017-04-10 06:00:00,12.54,24.69,65.76,29.14,-0.8151277957285542,-0.5792811723426788,28.0
2017-04-10 07:00:00,13.14,26.2,65.25,29.19,-0.5105429179116054,-0.8598522715968736,37.0
2017-04-10 08:00:00,12.78,25.99,64.19,29.22,-0.6996633405133653,-0.7144726796328035,22.0
2017-04-10 09:00:00,10.24,19.44,66.89,29.14,-0.9198214973217378,-0.3923371166035612,20.0
2017-04-10 10:00:00,11.18,23.57,74.05,29.15,-0.8837656300886934,-0.46792981426057356,35.0
2017-04-10 11:00:00,15.71,29.74,73.03,29.19,-0.9077774785329087,-0.41945208244617715,69.0
2017-04-10 12:00:00,14.96,29.21,72.09,29.2,-0.981627183447664,-0.19080899537654472,68.0
2017-04-10 13:00:00,11.33,28.72,67.27,29.22,-0.7793379649314739,-0.6266038113644607,47.0
2017-04-10 14:00:00,9.96,21.75,69.62,29.22,-0.8813034520649925,-0.4725507648690535,32.0
2017-04-10 15:00:00,11.09,22.73,70.21,29.19,-0.9715491199976461,-0.2368381460656188,31.0
2017-04-10 16:00:00,14.92,32.09,67.09,29.18,-0.9443763702374811,-0.3288666467385831,23.0
2017-04-10 17:00:00,12.95,28.97,66.88,29.18,-0.8746197071393959,-0.48480962024633695,18.0
2017-04-10 18:00:00,11.17,26.97,67.43,29.2,-0.8526401643540923,-0.5224985647159487,13.0
2017-04-10 19:00:00,10.48,21.29,45.09,29.26,0.9909972252816637,0.13388240916581842,12.0
2017-04-10 20:00:00,7.98,15.79,44.03,29.29,0.9520226269456766,0.3060276421885007,8.0
2017-04-10 21:00:00,9.9,18.03,41.88,29.33,0.9648332167413068,0.262862823298812,5.0
2017-04-10 22:00:00,7.332000000000001,17.16,40.93,29.34,0.9999735153076527,0.007277958728636392,6.0
2017-04-10 23:00:00,7.972,14.56,40.71,29.35,0.953137879773766,0.3025362492997658,3.0
2017-04-11 00:00:00,7.252999999999999,14.39,39.87,29.36,0.9757260244712084,0.21899480626172582,0.0
2017-04-11 01:00:00,5.7620000000000005,10.01,39.8,29.36,0.916781471560087,0.39938920040997766,1.0
2017-04-11 02:00:00,4.793,10.39,40.15,29.38,0.9613097890912268,0.2754695798039797,5.0
2017-04-11 03:00:00,4.678,10.08,40.35,29.39,0.9019079258587115,0.4319283427528656,6.0
2017-04-11 04:00:00,2.459,5.452000000000001,40.55,29.41,0.2529137477163702,0.9674888300213395,4.0
2017-04-11 05:00:00,3.1180000000000003,6.5729999999999995,41.36,29.44,-0.5090414157503709,0.8607420270039439,10.0
2017-04-11 06:00:00,2.7239999999999998,5.452000000000001,43.34,29.46,-0.7337298645028761,0.6794413042615167,35.0
2017-04-11 07:00:00,2.459,6.433,45.17,29.48,-0.9997426093226983,-0.0226873335727816,46.0
2017-04-11 08:00:00,9.81,20.21,48.51,29.5,0.07671902812681812,-0.9970527522269202,19.0
2017-04-11 09:00:00,10.47,19.09,48.6,29.52,0.14780941112961096,-0.9890158633619168,16.0
2017-04-11 10:00:00,9.86,17.68,48.07,29.55,0.0017453283658989047,-0.9999984769132877,23.0
2017-04-11 11:00:00,11.84,20.98,49.11,29.57,-0.04187565372919987,-0.9991228300988584,15.0
2017-04-11 12:00:00,10.45,19.51,49.35,29.57,-0.017452406437283498,-0.9998476951563913,18.0
2017-04-11 13:00:00,9.87,16.18,50.89,29.57,-0.13917310096006494,-0.9902680687415704,12.0
2017-04-11 14:00:00,9.7,16.7,52.34,29.57,0.052335956242943946,-0.9986295347545738,17.0
2017-04-11 15:00:00,9.98,18.28,53.04,29.57,-0.09410831331851396,-0.99556196460308,15.0
2017-04-11 16:00:00,9.94,17.61,54.18,29.57,-0.135715572434305,-0.9907478404714435,9.0
2017-04-11 17:00:00,9.28,15.62,54.46,29.58,-0.10452846326765336,-0.9945218953682734,15.0
2017-04-11 18:00:00,9.77,18.59,53.45,29.59,-0.20278729535651238,-0.9792228106217657,9.0
2017-04-11 19:00:00,8.28,14.53,51.73,29.6,-0.22665130743685608,-0.9739759672790513,15.0
2017-04-11 20:00:00,8.48,15.26,50.42,29.62,-0.12186934340514717,-0.9925461516413221,13.0
2017-04-11 21:00:00,7.942,14.07,49.44,29.64,-0.027921638723569103,-0.9996101150403544,20.0
2017-04-11 22:00:00,4.452,10.39,48.2,29.65,0.059306373575960414,-0.9982398279237653,32.0
2017-04-11 23:00:00,4.239,7.905,47.07,29.66,-0.2739592186924323,-0.9617413095492114,24.0
