,TIMESTAMP,RECORD,AWS Mph WVc,AWD Deg WVc,SIG Deg WVc,Gust Mph Max,AvgT Deg_F Avg,ABP InHg Avg,Ltemp Deg_F Max,Batt Vdc Min
0,2019-03-01 00:00:00,6705,2.901,349.5,20.69,6.959,25.41,29.52,26.33,13.61
1,2019-03-01 01:00:00,6706,2.524,351.3,20.63,4.821,25.81,29.53,27.53,13.61
2,2019-03-01 02:00:00,6707,3.075,10.16,17.05,5.382,26.41,29.53,27.8,13.62
3,2019-03-01 03:00:00,6708,4.014,14.41,12.94,7.45,26.46,29.52,27.99,13.62
4,2019-03-01 04:00:00,6709,5.085,14.92,14.5,9.13,26.38,29.52,28.11,13.62
5,2019-03-01 05:00:00,6710,4.775,20.26,12.89,8.36,26.44,29.52,28.14,13.62
6,2019-03-01 06:00:00,6711,4.603,23.02,14.11,9.03,27.13,29.52,28.57,13.62
7,2019-03-01 07:00:00,6712,4.763,27.67,14.83,8.4,27.35,29.53,29.14,13.62
8,2019-03-01 08:00:00,6713,5.279,26.27,15.06,9.45,28.16,29.53,30.18,13.62
9,2019-03-01 09:00:00,6714,4.465,52.86,24.07,8.54,29.41,29.54,32.67,13.61
10,2019-03-01 10:00:00,6715,4.996,91.8,22.2,9.13,30.32,29.54,36.01,13.62
11,2019-03-01 11:00:00,6716,6.21,80.5,20.98,10.67,30.81,29.53,39.35,13.62
12,2019-03-01 12:00:00,6717,6.034,69.66,20.12,10.36,31.03,29.53,40.47,13.62
13,2019-03-01 13:00:00,6718,6.19,47.57,21.59,9.66,31.26,29.51,41.56,13.63
14,2019-03-01 14:00:00,6719,7.376,37.25,19.34,12.67,31.19,29.48,41.25,13.63
15,2019-03-01 15:00:00,6720,8.53,40.72,20.64,14.14,31.45,29.47,40.36,13.62
16,2019-03-01 16:00:00,6721,7.04,45.02,20.1,12.39,31.53,29.46,39.97,13.62
17,2019-03-01 17:00:00,6722,5.993,48.1,19.07,9.66,31.13,29.47,38.54,13.62
18,2019-03-01 18:00:00,6723,5.03,28.9,20.35,8.43,30.97,29.47,36.2,13.62
19,2019-03-01 19:00:00,6724,3.892,7.862,17.5,6.678,30.13,29.48,32.94,13.62
20,2019-03-01 20:00:00,6725,3.78,12.51,18.34,7.239,29.43,29.48,30.18,13.62
21,2019-03-01 21:00:00,6726,3.324,24.08,19.56,6.714,29.64,29.48,30.03,13.62
22,2019-03-01 22:00:00,6727,3.208,47.27,34.64,7.765,30.07,29.47,30.91,13.62
23,2019-03-01 23:00:00,6728,2.175,347.5,31.14,4.891,30.42,29.47,31.64,13.62
24,2019-03-02 00:00:00,6729,2.771,359.1,20.83,4.821,30.97,29.46,32.1,13.62
25,2019-03-02 01:00:00,6730,2.268,28.67,30.96,4.506,31.21,29.45,32.21,13.62
26,2019-03-02 02:00:00,6731,2.707,17.57,24.83,6.048,31.2,29.45,32.52,13.62
27,2019-03-02 03:00:00,6732,4.167,11.14,17.75,7.8,30.42,29.45,32.48,13.62
28,2019-03-02 04:00:00,6733,4.641,14.09,14.61,8.85,30.27,29.44,32.06,13.62
29,2019-03-02 05:00:00,6734,4.079,0.02,22.54,7.905,30.18,29.44,31.67,13.62
30,2019-03-02 06:00:00,6735,6.568,345.9,13.77,13.13,29.95,29.47,31.6,13.62
31,2019-03-02 07:00:00,6736,5.367,357.6,20.54,11.23,29.14,29.49,31.48,13.62
32,2019-03-02 08:00:00,6737,6.638,322.6,15.27,11.41,29.45,29.52,31.21,13.62
33,2019-03-02 09:00:00,6738,8.53,328.3,15.27,16.6,29.65,29.55,31.71,13.62
34,2019-03-02 10:00:00,6739,8.92,356.6,23.05,16.84,29.48,29.55,33.21,13.62
35,2019-03-02 11:00:00,6740,10.15,357.6,22.99,20.7,28.67,29.57,35.77,13.62
36,2019-03-02 12:00:00,6741,10.18,10.8,24.74,19.75,29.5,29.58,43.74,13.62
37,2019-03-02 13:00:00,6742,10.67,9.53,24.24,20.03,29.14,29.61,44.22,13.63
38,2019-03-02 14:00:00,6743,10.79,18.41,20.76,18.77,29.81,29.6,43.67,13.63
39,2019-03-02 15:00:00,6744,10.68,25.76,16.15,17.79,29.59,29.6,41.71,13.62
40,2019-03-02 16:00:00,6745,11.69,25.93,14.98,18.59,28.92,29.6,37.42,13.62
41,2019-03-02 17:00:00,6746,7.766,8.42,22.19,16.7,29.25,29.6,34.43,13.62
42,2019-03-02 18:00:00,6747,6.165,357.2,22.76,15.51,28.74,29.6,32.67,13.62
43,2019-03-02 19:00:00,6748,7.626,345.0,18.62,15.58,28.11,29.6,31.14,13.62
44,2019-03-02 20:00:00,6749,6.833,347.8,17.93,16.35,28.29,29.6,30.41,13.61
45,2019-03-02 21:00:00,6750,4.923,356.2,21.66,10.43,29.37,29.6,30.83,13.61
