TIMESTAMP,AWS Mph WVc,AWD Deg WVc,SIG Deg WVc,Gust Mph Max,AvgT Deg_F Avg,ABP InHg Avg
2017-08-05 11:00:00,6.959,233.4,24.92,15.62,74.9,29.43
2017-08-05 12:00:00,8.07,258.4,28.31,16.32,76.76,29.42
2017-08-05 13:00:00,7.744,246.6,25.16,17.65,78.54,29.4
2017-08-05 14:00:00,8.78,248.1,21.45,16.07,79.26,29.4
2017-08-05 15:00:00,9.88,245.1,19.22,17.58,79.39,29.39
2017-08-05 16:00:00,10.17,241.4,19.83,18.98,78.94,29.39
2017-08-05 17:00:00,8.76,241.3,21.62,15.72,78.23,29.39
2017-08-05 18:00:00,8.76,223.7,17.65,17.61,76.55,29.38
2017-08-05 19:00:00,5.48,224.1,16.69,13.83,74.88,29.39
2017-08-05 20:00:00,3.786,212.4,17.91,7.905,72.92,29.4
2017-08-05 21:00:00,3.358,202.2,12.91,5.697,71.16,29.4
2017-08-05 22:00:00,2.061,172.3,18.37,4.155,69.49,29.39
2017-08-05 23:00:00,2.25,171.2,16.59,4.681,68.09,29.38
2017-08-06 00:00:00,3.1460000000000004,189.5,13.26,5.207000000000001,67.59,29.4
2017-08-06 01:00:00,3.111,198.2,16.31,6.468,68.05,29.4
2017-08-06 02:00:00,2.775,190.7,13.05,4.891,67.44,29.39
2017-08-06 03:00:00,3.017,192.3,15.29,5.557,67.05,29.38
2017-08-06 04:00:00,2.6839999999999997,199.7,17.15,4.611000000000001,66.77,29.38
2017-08-06 05:00:00,3.3080000000000003,200.7,14.09,5.487,66.6,29.4
2017-08-06 06:00:00,2.9,186.4,15.3,5.732,66.19,29.4
2017-08-06 07:00:00,3.109,187.5,15.95,5.907,67.08,29.41
2017-08-06 08:00:00,3.13,184.5,19.05,5.872000000000001,67.78,29.41
2017-08-06 09:00:00,3.9930000000000003,189.6,23.21,8.71,70.7,29.4
2017-08-06 10:00:00,6.1339999999999995,168.1,18.18,11.06,74.01,29.4
2017-08-06 11:00:00,7.702999999999999,181.3,22.11,13.76,75.81,29.41
2017-08-06 12:00:00,9.05,190.3,19.01,16.39,75.16,29.41
2017-08-06 13:00:00,8.34,201.0,21.12,16.53,75.16,29.4
2017-08-06 14:00:00,8.59,192.1,22.63,14.7,75.98,29.39
2017-08-06 15:00:00,7.497999999999999,191.8,26.22,14.56,75.81,29.38
2017-08-06 16:00:00,7.26,189.6,25.79,14.04,76.9,29.37
2017-08-06 17:00:00,6.607,191.9,25.15,13.23,76.26,29.36
2017-08-06 18:00:00,6.465,201.8,21.09,12.67,75.22,29.36
2017-08-06 19:00:00,4.965,190.3,20.68,9.38,73.44,29.37
2017-08-06 20:00:00,3.7910000000000004,189.7,14.04,6.994,70.64,29.37
2017-08-06 21:00:00,1.7819999999999998,154.4,43.96,4.12,69.98,29.39
2017-08-06 22:00:00,2.276,160.0,25.43,4.7860000000000005,68.98,29.39
2017-08-06 23:00:00,1.504,152.5,17.52,4.5760000000000005,67.93,29.39
2017-08-07 00:00:00,1.339,190.9,50.02,3.489,66.24,29.39
2017-08-07 01:00:00,0.902,164.8,46.56,2.508,65.68,29.38
2017-08-07 02:00:00,0.622,189.4,79.81,1.702,65.37,29.37
2017-08-07 03:00:00,1.37,336.1,46.96,4.015,65.36,29.37
2017-08-07 04:00:00,1.036,262.6,52.13,2.508,65.39,29.37
2017-08-07 05:00:00,1.5419999999999998,331.9,30.84,3.6289999999999996,66.86,29.37
2017-08-07 06:00:00,1.8519999999999999,23.31,24.27,4.821000000000001,69.26,29.38
2017-08-07 07:00:00,3.883,20.45,25.12,10.85,70.17,29.39
2017-08-07 08:00:00,6.593999999999999,21.12,27.79,12.5,70.91,29.4
2017-08-07 09:00:00,8.09,27.44,24.49,14.07,71.73,29.4
2017-08-07 10:00:00,9.43,27.55,24.29,16.67,72.58,29.41
2017-08-07 11:00:00,9.72,33.39,22.33,16.74,72.36,29.41
2017-08-07 12:00:00,10.17,30.21,22.97,18.03,72.73,29.42
2017-08-07 13:00:00,9.76,27.76,23.9,17.82,73.11,29.43
2017-08-07 14:00:00,10.4,24.6,24.4,19.86,73.0,29.43
2017-08-07 15:00:00,10.29,18.53,25.4,19.4,72.35,29.43
2017-08-07 16:00:00,10.75,11.48,26.73,20.28,71.88,29.44
2017-08-07 17:00:00,10.45,5.3229999999999995,26.54,20.0,71.7,29.44
2017-08-07 18:00:00,9.12,5.468999999999999,25.48,19.51,71.65,29.44
2017-08-07 19:00:00,7.322,10.09,24.83,14.49,70.13,29.45
2017-08-07 20:00:00,5.807,8.74,23.63,12.29,68.61,29.46
2017-08-07 21:00:00,4.457,2.79,23.04,10.6,68.98,29.48
2017-08-07 22:00:00,3.4,3.2880000000000003,22.88,7.765,68.44,29.48
2017-08-07 23:00:00,2.6430000000000002,312.9,28.87,6.749,66.59,29.49
2017-08-08 00:00:00,2.937,309.7,14.55,5.382000000000001,64.87,29.5
2017-08-08 01:00:00,2.209,299.8,12.13,3.91,64.16,29.5
2017-08-08 02:00:00,2.01,274.4,20.18,3.91,63.32,29.5
2017-08-08 03:00:00,2.301,247.1,17.93,4.365,61.94,29.5
2017-08-08 04:00:00,2.612,265.4,13.84,5.207000000000001,61.54,29.51
2017-08-08 05:00:00,3.0439999999999996,248.5,18.56,5.8020000000000005,60.79,29.52
2017-08-08 06:00:00,3.273,257.9,16.05,5.978,60.91,29.53
2017-08-08 07:00:00,3.037,267.9,15.29,5.732,63.95,29.54
2017-08-08 08:00:00,5.164,269.1,15.59,10.11,69.7,29.55
2017-08-08 09:00:00,5.294,272.6,19.27,9.03,73.42,29.55
2017-08-08 10:00:00,5.484,317.1,35.97,11.69,76.0,29.55
2017-08-08 11:00:00,5.725,9.76,64.62,11.76,78.25,29.54
2017-08-08 12:00:00,7.404,61.56,20.47,13.23,77.79,29.54
2017-08-08 13:00:00,7.468,80.6,20.36,12.74,78.37,29.53
2017-08-08 14:00:00,7.471,69.78,18.99,11.94,78.26,29.52
2017-08-08 15:00:00,7.643,74.77,18.12,12.39,78.26,29.51
2017-08-08 16:00:00,6.936,83.5,18.1,11.97,78.67,29.5
2017-08-08 17:00:00,6.62,83.8,16.9,11.41,78.9,29.5
2017-08-08 18:00:00,5.138999999999999,90.3,21.52,10.81,77.7,29.5
2017-08-08 19:00:00,3.5010000000000003,97.9,25.3,8.82,77.35,29.49
2017-08-08 20:00:00,2.383,104.8,24.1,5.277,76.02,29.5
2017-08-08 21:00:00,1.5130000000000001,173.3,60.32,3.91,75.11,29.51
2017-08-08 22:00:00,1.507,197.6,27.31,3.7,73.18,29.51
2017-08-08 23:00:00,1.3,189.0,45.32,2.823,71.13,29.52
2017-08-09 00:00:00,1.033,235.8,73.18,2.403,70.0,29.53
2017-08-09 01:00:00,1.6980000000000002,214.4,56.03,5.101,68.29,29.53
2017-08-09 02:00:00,1.916,182.7,21.35,3.805,67.09,29.53
2017-08-09 03:00:00,1.5130000000000001,195.2,18.95,2.823,65.9,29.54
2017-08-09 04:00:00,2.1959999999999997,231.7,13.95,4.26,65.55,29.54
2017-08-09 05:00:00,2.193,218.8,12.74,4.015,64.53,29.55
2017-08-09 06:00:00,3.065,231.0,14.79,5.101,65.33,29.55
2017-08-09 07:00:00,3.225,242.0,18.51,4.926,67.66,29.56
2017-08-09 08:00:00,3.464,244.1,29.14,6.257999999999999,70.06,29.57
2017-08-09 09:00:00,2.635,210.0,53.66,6.819,74.03,29.57
2017-08-09 10:00:00,3.9530000000000003,225.1,49.11,9.1,78.94,29.56
2017-08-09 11:00:00,4.578,85.6,86.1,11.16,78.66,29.55
2017-08-09 12:00:00,7.85,77.56,17.86,14.14,78.41,29.54
2017-08-09 13:00:00,7.535,86.3,19.7,14.67,79.8,29.53
2017-08-09 14:00:00,7.922999999999999,83.1,18.08,14.49,78.35,29.52
2017-08-09 15:00:00,8.4,82.4,17.79,14.67,78.87,29.51
2017-08-09 16:00:00,7.598,83.3,19.25,13.72,79.15,29.49
2017-08-09 17:00:00,6.558,88.5,19.72,12.88,80.2,29.48
2017-08-09 18:00:00,5.318,84.3,23.63,12.6,77.73,29.48
2017-08-09 19:00:00,3.299,105.4,44.05,8.22,77.55,29.48
2017-08-09 20:00:00,4.678999999999999,182.8,15.04,9.1,76.39,29.48
2017-08-09 21:00:00,3.555,177.3,15.86,6.537999999999999,74.18,29.5
2017-08-09 22:00:00,2.8489999999999998,166.0,14.06,5.872000000000001,72.3,29.5
2017-08-09 23:00:00,2.948,172.5,15.47,5.978,70.53,29.49
2017-08-10 00:00:00,2.677,185.8,14.57,4.821000000000001,69.18,29.49
2017-08-10 01:00:00,2.376,180.7,16.66,4.961,68.4,29.48
2017-08-10 02:00:00,1.714,191.1,27.67,3.6289999999999996,67.31,29.48
2017-08-10 03:00:00,2.1109999999999998,201.1,35.44,5.522,66.19,29.47
2017-08-10 04:00:00,2.26,167.9,18.74,4.7860000000000005,64.78,29.46
2017-08-10 05:00:00,3.1319999999999997,187.8,14.42,5.978,64.52,29.46
2017-08-10 06:00:00,2.654,185.1,14.56,5.382000000000001,64.81,29.47
2017-08-10 07:00:00,4.883,180.3,12.9,8.43,68.25,29.47
2017-08-10 08:00:00,5.7620000000000005,183.5,17.8,12.15,72.25,29.46
2017-08-10 09:00:00,7.609,200.8,19.99,15.72,76.77,29.45
2017-08-10 10:00:00,8.58,201.2,21.25,17.86,79.7,29.44
2017-08-10 11:00:00,8.37,206.4,21.35,15.02,81.5,29.43
2017-08-10 12:00:00,8.52,215.4,24.48,16.7,82.4,29.42
2017-08-10 13:00:00,8.76,210.6,24.16,22.24,83.7,29.41
2017-08-10 14:00:00,9.45,210.7,25.16,19.54,84.4,29.39
2017-08-10 15:00:00,9.47,201.7,19.05,19.33,84.4,29.36
2017-08-10 16:00:00,10.36,186.9,17.56,20.7,83.6,29.35
2017-08-10 17:00:00,9.88,194.3,19.2,17.72,83.3,29.34
2017-08-10 18:00:00,7.97,207.8,16.56,19.19,82.2,29.34
2017-08-10 19:00:00,6.53,207.8,15.76,13.97,81.6,29.33
2017-08-10 20:00:00,3.6839999999999997,107.3,47.28,11.76,75.89,29.34
2017-08-10 21:00:00,3.866,165.7,29.42,14.25,76.62,29.34
2017-08-10 22:00:00,8.95,248.2,15.74,17.02,76.96,29.33
2017-08-10 23:00:00,5.144,238.6,21.35,9.73,75.03,29.33
2017-08-11 00:00:00,6.167999999999999,245.5,15.04,10.04,74.02,29.35
2017-08-11 01:00:00,6.08,238.3,13.93,11.16,72.15,29.34
2017-08-11 02:00:00,6.169,247.7,13.76,11.94,70.85,29.34
2017-08-11 03:00:00,6.471,251.5,17.85,11.13,69.84,29.33
2017-08-11 04:00:00,6.624,240.4,14.98,11.2,68.46,29.33
2017-08-11 05:00:00,5.506,242.6,18.66,10.39,68.31,29.32
2017-08-11 06:00:00,6.069,249.7,17.54,9.55,68.18,29.33
2017-08-11 07:00:00,6.057,257.6,17.33,11.3,68.42,29.34
2017-08-11 08:00:00,5.742999999999999,268.5,19.11,9.73,70.33,29.34
2017-08-11 09:00:00,7.468,251.8,18.79,12.64,73.78,29.34
2017-08-11 10:00:00,7.582999999999999,263.4,19.66,14.28,76.08,29.35
2017-08-11 11:00:00,8.92,266.1,24.41,18.03,77.59,29.34
2017-08-11 12:00:00,8.76,286.5,20.24,16.39,77.83,29.34
2017-08-11 13:00:00,9.13,336.9,68.51,16.88,77.38,29.34
2017-08-11 14:00:00,8.96,36.07,21.63,17.65,74.69,29.34
2017-08-11 15:00:00,8.55,36.68,21.22,18.07,74.16,29.34
2017-08-11 16:00:00,8.51,35.06,21.36,15.09,73.22,29.34
2017-08-11 17:00:00,6.773,44.12,23.06,12.88,72.73,29.34
2017-08-11 18:00:00,7.0520000000000005,36.7,20.45,13.51,72.12,29.34
2017-08-11 19:00:00,6.483,36.84,18.89,12.53,70.9,29.36
2017-08-11 20:00:00,5.9639999999999995,24.45,23.74,12.92,70.42,29.37
2017-08-11 21:00:00,5.405,20.51,23.12,11.69,69.73,29.37
2017-08-11 22:00:00,4.789,6.237,24.09,10.11,69.79,29.37
2017-08-11 23:00:00,5.414,341.2,20.66,12.78,70.03,29.37
2017-08-12 00:00:00,5.348,321.9,20.39,10.29,68.95,29.37
2017-08-12 01:00:00,4.204,306.9,11.51,7.064,67.61,29.37
2017-08-12 02:00:00,3.325,294.0,14.57,5.8020000000000005,66.4,29.38
2017-08-12 03:00:00,4.396,302.0,11.83,7.45,65.52,29.38
2017-08-12 04:00:00,4.751,305.2,11.91,9.55,64.59,29.38
2017-08-12 05:00:00,5.4510000000000005,309.2,11.23,10.25,64.55,29.39
2017-08-12 06:00:00,5.212000000000001,310.0,11.89,7.975,64.35,29.4
2017-08-12 07:00:00,6.824,330.4,15.72,13.79,65.75,29.41
2017-08-12 08:00:00,8.66,334.9,16.07,14.18,67.12,29.42
2017-08-12 09:00:00,8.21,2.5580000000000003,32.55,15.86,68.38,29.43
2017-08-12 10:00:00,9.49,7.136,26.3,17.33,68.88,29.44
2017-08-12 11:00:00,9.83,14.0,25.83,19.23,69.59,29.44
2017-08-12 12:00:00,9.62,12.63,29.29,17.68,70.22,29.44
2017-08-12 13:00:00,10.77,11.98,28.16,19.86,70.64,29.44
2017-08-12 14:00:00,9.59,2.154,26.8,18.77,71.07,29.44
2017-08-12 15:00:00,10.07,22.28,26.03,18.94,71.98,29.43
2017-08-12 16:00:00,8.98,9.72,27.07,17.3,72.11,29.43
2017-08-12 17:00:00,8.39,24.81,25.31,15.86,71.79,29.42
2017-08-12 18:00:00,6.528,38.56,25.96,12.39,71.83,29.42
2017-08-12 19:00:00,6.03,37.05,17.87,11.51,70.33,29.41
2017-08-12 20:00:00,4.963,38.54,15.69,8.61,68.98,29.41
2017-08-12 21:00:00,3.2039999999999997,51.34,16.12,5.907,68.96,29.42
2017-08-12 22:00:00,2.657,48.08,13.72,5.031000000000001,68.99,29.42
2017-08-12 23:00:00,1.745,30.13,51.93,3.875,68.61,29.43
2017-08-13 00:00:00,1.308,257.9,31.48,2.613,66.38,29.43
2017-08-13 01:00:00,1.808,271.7,24.66,3.069,65.05,29.44
2017-08-13 02:00:00,2.106,280.1,11.99,3.6289999999999996,64.43,29.44
2017-08-13 03:00:00,2.0669999999999997,287.6,13.42,3.594,63.45,29.43
2017-08-13 04:00:00,2.233,288.2,16.88,3.98,63.3,29.43
2017-08-13 05:00:00,2.468,285.9,16.13,4.541,62.05,29.43
2017-08-13 06:00:00,2.449,283.1,22.46,4.856,62.87,29.44
2017-08-13 07:00:00,2.62,288.7,16.71,4.19,65.12,29.45
2017-08-13 08:00:00,3.0239999999999996,312.3,27.18,5.943,68.61,29.45
2017-08-13 09:00:00,4.0889999999999995,71.5,50.87,7.87,72.06,29.45
2017-08-13 10:00:00,5.731,67.88,21.05,11.48,73.21,29.45
2017-08-13 11:00:00,6.353,65.83,21.62,12.15,72.21,29.44
2017-08-13 12:00:00,7.024,67.92,19.96,12.85,73.39,29.44
2017-08-13 13:00:00,8.07,70.92,19.17,14.46,74.09,29.42
2017-08-13 14:00:00,7.855,73.91,18.24,14.11,74.12,29.41
2017-08-13 15:00:00,7.483,65.96,19.31,13.41,74.18,29.39
2017-08-13 16:00:00,7.162000000000001,70.38,18.95,12.88,74.19,29.39
2017-08-13 17:00:00,6.65,68.74,18.83,12.57,74.03,29.37
2017-08-13 18:00:00,5.103,66.78,20.91,10.29,73.35,29.36
2017-08-13 19:00:00,3.9530000000000003,75.17,21.03,7.66,72.77,29.35
2017-08-13 20:00:00,3.4619999999999997,92.4,22.57,7.87,71.27,29.34
2017-08-13 21:00:00,3.3369999999999997,95.2,23.71,7.66,70.85,29.34
2017-08-13 22:00:00,2.48,172.8,45.8,5.978,70.64,29.34
2017-08-13 23:00:00,1.575,206.0,24.13,2.298,69.71,29.34
2017-08-14 00:00:00,1.192,197.1,36.24,2.4730000000000003,69.03,29.33
2017-08-14 01:00:00,1.63,202.0,17.72,2.858,67.94,29.33
2017-08-14 02:00:00,1.2990000000000002,171.0,22.15,2.4730000000000003,67.18,29.31
2017-08-14 03:00:00,1.6769999999999998,170.4,20.77,3.2089999999999996,66.23,29.3
2017-08-14 04:00:00,1.98,167.3,16.6,4.471,66.16,29.3
2017-08-14 05:00:00,1.854,165.8,20.56,4.646,65.46,29.3
2017-08-14 06:00:00,1.9509999999999998,182.0,19.7,3.4539999999999997,64.82,29.29
2017-08-14 07:00:00,2.543,187.0,26.67,5.171,68.21,29.29
2017-08-14 08:00:00,3.342,202.5,33.66,6.188,71.23,29.27
2017-08-14 09:00:00,4.19,209.5,36.11,10.29,75.21,29.26
2017-08-14 10:00:00,5.499,241.2,33.07,10.5,77.99,29.26
2017-08-14 11:00:00,5.351,253.9,25.54,14.28,79.4,29.25
2017-08-14 12:00:00,6.48,217.4,28.88,12.99,80.7,29.23
2017-08-14 13:00:00,6.074,217.4,26.52,11.76,81.5,29.22
2017-08-14 14:00:00,7.27,205.0,25.66,14.46,82.1,29.2
2017-08-14 15:00:00,7.109,212.4,25.48,18.07,82.5,29.19
2017-08-14 16:00:00,5.88,221.1,22.81,12.85,82.4,29.18
2017-08-14 17:00:00,7.685,223.6,21.1,15.19,83.1,29.18
2017-08-14 18:00:00,6.836,226.6,16.97,13.51,81.9,29.18
2017-08-14 19:00:00,4.998,220.4,15.96,10.43,80.7,29.18
2017-08-14 20:00:00,3.512,206.5,16.2,6.3629999999999995,79.21,29.18
2017-08-14 21:00:00,2.985,185.3,15.13,5.662000000000001,77.92,29.19
2017-08-14 22:00:00,3.85,181.5,15.64,7.765,76.65,29.19
2017-08-14 23:00:00,4.775,195.4,16.26,10.32,75.46,29.19
2017-08-15 00:00:00,5.295,210.8,13.08,10.74,74.32,29.19
2017-08-15 01:00:00,5.568,210.6,12.66,9.24,73.02,29.18
2017-08-15 02:00:00,4.59,222.1,16.84,8.71,72.54,29.19
2017-08-15 03:00:00,3.489,212.9,20.51,7.239,71.02,29.2
2017-08-15 04:00:00,2.8819999999999997,220.6,20.21,5.242000000000001,70.04,29.22
2017-08-15 05:00:00,3.029,238.0,15.84,5.452000000000001,69.88,29.23
2017-08-15 06:00:00,3.9210000000000003,250.9,18.71,7.73,69.9,29.24
2017-08-15 07:00:00,3.554,275.0,18.4,7.59,71.82,29.24
2017-08-15 08:00:00,4.496,335.5,34.34,10.78,74.72,29.25
2017-08-15 09:00:00,6.4910000000000005,16.95,28.47,11.87,76.16,29.27
2017-08-15 10:00:00,6.438,38.47,25.75,12.5,76.34,29.28
2017-08-15 11:00:00,7.8420000000000005,31.8,21.6,12.71,76.01,29.29
2017-08-15 12:00:00,7.9270000000000005,43.91,22.2,14.53,76.61,29.3
2017-08-15 13:00:00,7.138,49.66,22.89,12.78,78.56,29.3
2017-08-15 14:00:00,9.13,39.46,21.59,16.07,77.62,29.3
2017-08-15 15:00:00,9.96,39.72,22.29,19.19,76.79,29.3
2017-08-15 16:00:00,9.45,38.17,23.95,18.52,76.56,29.3
2017-08-15 17:00:00,10.01,37.32,20.33,19.54,74.14,29.3
2017-08-15 18:00:00,8.45,37.58,18.81,15.19,73.49,29.31
2017-08-15 19:00:00,7.032,41.1,17.6,15.44,72.66,29.31
2017-08-15 20:00:00,6.15,50.14,17.09,11.37,71.96,29.32
2017-08-15 21:00:00,5.778,53.43,17.16,12.01,71.61,29.34
2017-08-15 22:00:00,5.88,53.81,16.05,10.85,71.4,29.35
2017-08-15 23:00:00,5.337000000000001,53.26,15.63,10.29,71.36,29.36
2017-08-16 00:00:00,5.127000000000001,63.26,18.65,10.74,71.29,29.36
2017-08-16 01:00:00,4.723,63.41,17.39,8.96,71.22,29.35
2017-08-16 02:00:00,4.263999999999999,66.41,19.45,9.41,70.76,29.35
2017-08-16 03:00:00,3.759,71.44,18.62,7.625,70.58,29.35
2017-08-16 04:00:00,3.906,77.03,19.36,8.92,70.92,29.35
2017-08-16 05:00:00,4.211,73.71,17.67,8.78,71.21,29.36
2017-08-16 06:00:00,4.189,78.75,18.45,8.15,71.66,29.37
2017-08-16 07:00:00,5.048,73.16,18.28,9.97,73.03,29.37
2017-08-16 08:00:00,5.505,84.0,22.19,10.53,74.33,29.37
2017-08-16 09:00:00,6.2989999999999995,81.9,18.03,10.5,75.74,29.36
2017-08-16 10:00:00,5.885,66.47,19.29,9.69,77.1,29.36
2017-08-16 11:00:00,5.4670000000000005,72.65,24.76,9.97,79.66,29.35
2017-08-16 12:00:00,6.71,66.93,21.14,12.81,81.4,29.33
2017-08-16 13:00:00,7.928999999999999,71.12,17.32,13.62,81.2,29.32
2017-08-16 14:00:00,7.35,78.03,19.1,14.81,81.6,29.3
2017-08-16 15:00:00,6.7989999999999995,88.0,26.61,14.46,83.1,29.26
2017-08-16 16:00:00,9.39,176.8,18.23,18.66,86.9,29.26
2017-08-16 17:00:00,5.72,221.6,27.49,14.04,80.8,29.26
2017-08-16 18:00:00,2.9789999999999996,172.4,36.13,7.975,80.4,29.24
2017-08-16 19:00:00,5.194,167.2,18.16,11.69,82.2,29.24
2017-08-16 20:00:00,6.196000000000001,170.8,15.78,13.13,82.3,29.24
2017-08-16 21:00:00,6.752999999999999,175.7,15.63,13.3,81.9,29.24
2017-08-16 22:00:00,8.57,167.8,15.87,17.23,81.1,29.21
2017-08-16 23:00:00,10.11,181.7,16.0,20.42,80.8,29.2
2017-08-17 00:00:00,10.83,190.1,16.38,20.77,79.5,29.19
2017-08-17 01:00:00,8.55,193.2,16.28,17.96,77.92,29.17
2017-08-17 02:00:00,7.774,193.2,16.77,14.46,77.23,29.16
2017-08-17 03:00:00,8.26,198.2,17.48,16.88,75.61,29.16
2017-08-17 04:00:00,8.08,190.1,16.7,18.21,74.08,29.16
2017-08-17 05:00:00,7.825,194.5,16.52,15.86,73.47,29.16
2017-08-17 06:00:00,8.13,196.2,16.78,15.9,72.88,29.16
2017-08-17 07:00:00,8.02,193.9,16.32,18.73,72.48,29.16
2017-08-17 08:00:00,7.659,196.2,17.1,15.93,72.72,29.16
2017-08-17 09:00:00,9.42,203.0,18.01,19.58,74.65,29.14
2017-08-17 10:00:00,11.29,216.3,17.41,23.4,75.06,29.13
2017-08-17 11:00:00,10.97,228.4,17.01,20.7,75.57,29.13
2017-08-17 12:00:00,10.96,227.4,18.35,22.55,77.3,29.12
2017-08-17 13:00:00,12.63,234.1,19.07,22.66,81.1,29.11
2017-08-17 14:00:00,14.32,242.8,17.18,26.16,82.5,29.09
2017-08-17 15:00:00,14.55,241.6,20.9,28.51,82.5,29.09
2017-08-17 16:00:00,16.4,259.0,17.71,30.12,82.3,29.1
2017-08-17 17:00:00,15.11,258.6,55.19,26.9,82.1,29.1
2017-08-17 18:00:00,12.73,246.0,17.47,24.24,81.3,29.1
2017-08-17 19:00:00,10.79,238.2,14.79,22.06,80.3,29.11
2017-08-17 20:00:00,9.64,236.6,16.53,18.0,79.58,29.12
2017-08-17 21:00:00,12.02,264.3,16.02,25.46,78.9,29.14
2017-08-17 22:00:00,11.25,4.737,55.64,24.76,77.22,29.15
2017-08-17 23:00:00,10.01,35.84,1.514,17.02,75.7,29.15
2017-08-18 00:00:00,10.19,34.53,8.22,18.14,74.1,29.14
2017-08-18 01:00:00,9.01,35.63,3.9139999999999997,21.08,72.91,29.14
2017-08-18 02:00:00,8.07,35.95,0.23,17.26,71.54,29.14
2017-08-18 03:00:00,7.8660000000000005,35.94,0.243,16.6,70.51,29.15
2017-08-18 04:00:00,6.742999999999999,35.95,0.261,12.81,69.47,29.16
2017-08-18 05:00:00,5.792000000000001,35.98,0.21600000000000003,10.67,68.41,29.17
2017-08-18 06:00:00,6.086,35.98,0.159,10.46,67.71,29.19
2017-08-18 07:00:00,6.474,35.98,0.158,11.55,68.6,29.2
2017-08-18 08:00:00,8.32,35.94,0.187,16.77,69.96,29.21
2017-08-18 09:00:00,9.1,35.93,0.28,18.98,71.44,29.23
2017-08-18 10:00:00,9.59,333.0,61.34,17.33,73.86,29.24
2017-08-18 11:00:00,8.72,341.3,59.46,16.42,75.05,29.24
2017-08-18 12:00:00,8.86,274.7,24.93,19.16,77.19,29.23
2017-08-18 13:00:00,9.32,259.1,22.11,17.16,79.33,29.23
2017-08-18 14:00:00,9.75,253.8,23.11,17.3,80.6,29.22
2017-08-18 15:00:00,10.47,245.3,23.55,20.21,81.8,29.21
2017-08-18 16:00:00,9.99,251.7,22.53,19.72,82.7,29.2
2017-08-18 17:00:00,9.36,252.1,19.29,18.42,83.1,29.2
2017-08-18 18:00:00,9.4,251.4,14.39,16.74,81.6,29.21
2017-08-18 19:00:00,8.77,253.2,12.65,17.93,79.67,29.22
2017-08-18 20:00:00,6.48,269.2,14.24,11.16,78.0,29.23
2017-08-18 21:00:00,4.35,277.1,12.46,8.78,77.25,29.24
2017-08-18 22:00:00,3.385,270.6,22.28,6.643,75.62,29.24
2017-08-18 23:00:00,3.512,289.5,30.84,9.17,74.57,29.24
2017-08-19 00:00:00,6.442,325.2,13.53,13.51,74.76,29.24
2017-08-19 01:00:00,6.654,344.9,20.51,13.13,73.16,29.25
2017-08-19 02:00:00,6.303,324.6,16.31,13.2,71.9,29.26
2017-08-19 03:00:00,5.261,329.2,12.45,9.55,70.35,29.27
2017-08-19 04:00:00,2.088,305.6,47.58,6.047999999999999,69.1,29.26
2017-08-19 05:00:00,1.8019999999999998,275.5,29.48,3.84,67.75,29.27
2017-08-19 06:00:00,2.551,284.8,20.98,5.627000000000001,66.72,29.29
2017-08-19 07:00:00,3.929,303.7,24.69,7.204,68.05,29.32
2017-08-19 08:00:00,3.503,339.2,31.96,7.52,69.7,29.32
2017-08-19 09:00:00,4.72,43.27,39.32,9.97,72.37,29.32
2017-08-19 10:00:00,5.131,52.69,28.02,10.53,73.87,29.33
2017-08-19 11:00:00,6.787999999999999,67.8,25.79,11.94,74.95,29.33
2017-08-19 12:00:00,6.207000000000001,82.3,25.38,10.6,76.05,29.33
2017-08-19 13:00:00,6.276,77.3,21.82,10.99,76.14,29.34
2017-08-19 14:00:00,6.659,79.9,22.39,12.15,76.85,29.33
2017-08-19 15:00:00,7.901,79.3,16.75,12.25,77.3,29.32
2017-08-19 16:00:00,7.047999999999999,84.0,19.72,12.04,78.26,29.32
2017-08-19 17:00:00,7.171,83.8,17.63,12.67,79.01,29.31
2017-08-19 18:00:00,5.912999999999999,89.2,20.2,13.09,78.35,29.31
2017-08-19 19:00:00,4.167,97.3,21.45,9.76,76.16,29.32
2017-08-19 20:00:00,2.659,114.6,27.98,7.099,74.52,29.33
2017-08-19 21:00:00,1.578,159.5,29.4,3.98,74.14,29.34
2017-08-19 22:00:00,2.448,177.9,19.42,4.295,72.45,29.35
2017-08-19 23:00:00,1.709,165.2,18.43,4.26,70.84,29.36
2017-08-20 00:00:00,1.238,179.7,26.46,2.613,70.05,29.37
2017-08-20 01:00:00,1.5719999999999998,181.0,24.48,3.594,68.98,29.37
2017-08-20 02:00:00,1.915,181.8,21.08,3.5589999999999997,67.94,29.37
2017-08-20 03:00:00,2.833,175.0,20.36,6.959,67.47,29.37
2017-08-20 04:00:00,3.233,182.8,20.0,6.749,67.41,29.37
2017-08-20 05:00:00,3.234,187.9,16.88,7.59,66.5,29.39
2017-08-20 06:00:00,2.64,178.0,20.06,8.71,66.53,29.4
2017-08-20 07:00:00,3.752,167.0,14.91,7.8,69.89,29.4
2017-08-20 08:00:00,5.197,178.6,18.0,11.55,73.56,29.4
2017-08-20 09:00:00,6.832999999999999,200.9,18.25,11.55,78.35,29.41
2017-08-20 10:00:00,7.827999999999999,199.3,20.0,14.56,81.9,29.42
2017-08-20 11:00:00,6.398,210.1,24.25,12.25,83.7,29.41
2017-08-20 12:00:00,4.856,216.7,42.28,11.8,85.4,29.39
