TIMESTAMP,AWS Mph WVc,AWD Deg WVc,SIG Deg WVc,Gust Mph Max,AvgT Deg_F Avg,ABP InHg Avg
2018-05-06 23:00:00,4.4,34.84,40.07,11.48,50.1,29.51
2018-05-07 00:00:00,4.19,13.07,17.01,8.57,50.06,29.51
2018-05-07 01:00:00,4.284,7.938,19.46,9.76,50.13,29.5
2018-05-07 02:00:00,3.089,13.69,20.56,7.414,50.14,29.51
2018-05-07 03:00:00,5.332,9.76,18.22,10.46,49.26,29.52
2018-05-07 04:00:00,3.345,9.14,21.97,7.414,48.56,29.53
2018-05-07 05:00:00,3.645,43.44,22.29,7.239,48.06,29.55
2018-05-07 06:00:00,4.615,39.79,17.7,8.33,47.31,29.56
2018-05-07 07:00:00,5.181,12.81,22.34,10.18,49.06,29.58
2018-05-07 08:00:00,4.307,28.37,26.69,8.85,52.26,29.59
2018-05-07 09:00:00,4.28,56.23,33.05,7.274,56.56,29.6
2018-05-07 10:00:00,4.584,65.3,18.75,8.19,59.6,29.6
2018-05-07 11:00:00,6.317,71.59,12.46,9.97,60.52,29.59
2018-05-07 12:00:00,6.965,76.15,14.02,10.57,61.85,29.58
2018-05-07 15:00:00,7.401,83.3,15.46,13.06,64.92,29.54
2018-05-07 16:00:00,7.049,86.0,16.18,11.73,65.27,29.53
2018-05-07 17:00:00,6.71,87.0,15.38,12.01,65.13,29.52
2018-05-07 18:00:00,4.995,83.5,15.17,9.8,64.55,29.51
2018-05-07 19:00:00,3.321,91.7,19.36,7.625,62.52,29.5
2018-05-07 20:00:00,2.311,98.5,19.71,5.592,60.65,29.5
2018-05-07 21:00:00,1.667,136.2,38.99,3.559,60.9,29.5
2018-05-07 22:00:00,2.792,159.1,14.93,6.714,62.32,29.5
2018-05-07 23:00:00,3.151,175.1,16.67,5.872,62.69,29.49
2018-05-08 00:00:00,3.562,192.4,13.39,6.468,61.68,29.49
2018-05-08 01:00:00,3.599,189.6,14.95,6.643,60.5,29.49
2018-05-08 02:00:00,3.982,190.6,13.45,7.239,59.29,29.49
2018-05-08 03:00:00,4.422,194.7,12.7,7.344,58.78,29.49
2018-05-08 04:00:00,4.365,195.7,10.67,8.75,58.21,29.5
2018-05-08 05:00:00,4.24,193.9,13.36,8.61,57.54,29.51
2018-05-08 06:00:00,3.389,195.1,14.89,6.889,58.81,29.52
2018-05-08 07:00:00,5.608,204.9,14.45,10.71,62.62,29.52
2018-05-08 08:00:00,6.245,208.7,14.96,9.45,66.73,29.52
2018-05-08 09:00:00,6.622,196.3,20.02,11.44,71.32,29.52
2018-05-08 10:00:00,6.815,227.9,23.22,12.15,73.89,29.51
2018-05-08 11:00:00,6.374,222.5,28.62,13.69,75.8,29.51
2018-05-08 12:00:00,4.656,259.0,47.92,16.6,77.46,29.49
2018-05-08 13:00:00,5.296,92.3,98.8,10.85,78.22,29.47
2018-05-08 14:00:00,7.919,81.5,16.16,14.67,78.43,29.45
2018-05-08 15:00:00,7.945,84.2,16.11,14.67,77.61,29.43
2018-05-08 16:00:00,7.474,78.67,17.32,12.99,76.4,29.41
2018-05-08 17:00:00,7.456,79.95,17.29,12.99,74.02,29.4
2018-05-08 18:00:00,6.528,88.5,17.78,12.74,69.84,29.39
2018-05-08 19:00:00,5.154,96.2,20.56,11.16,66.81,29.39
2018-05-08 20:00:00,3.308,108.6,25.49,8.99,66.65,29.39
2018-05-08 21:00:00,2.745,99.0,18.17,6.468,67.09,29.38
2018-05-08 22:00:00,2.633,106.4,43.86,8.43,66.11,29.38
2018-05-08 23:00:00,5.339,161.1,14.25,10.04,69.08,29.36
2018-05-09 00:00:00,5.629,155.4,13.82,12.29,68.36,29.34
2018-05-09 01:00:00,4.641,165.6,14.82,10.29,66.72,29.32
2018-05-09 02:00:00,4.414,164.2,14.6,8.96,65.25,29.3
2018-05-09 03:00:00,4.821,164.4,13.66,9.41,64.01,29.29
2018-05-09 04:00:00,5.32,162.8,15.07,10.74,62.83,29.26
2018-05-09 05:00:00,6.374,158.5,14.36,13.51,62.74,29.23
2018-05-09 06:00:00,8.05,163.4,14.29,17.3,64.24,29.21
2018-05-09 07:00:00,10.18,183.5,35.38,22.76,66.01,29.21
2018-05-09 08:00:00,8.2,151.0,23.12,17.16,60.51,29.2
2018-05-09 09:00:00,11.87,165.7,19.11,23.5,64.08,29.15
2018-05-09 10:00:00,11.86,176.1,14.43,23.47,65.43,29.16
2018-05-09 11:00:00,9.43,175.6,14.7,19.05,68.65,29.14
2018-05-09 12:00:00,12.56,185.6,20.07,28.51,76.79,29.09
2018-05-09 13:00:00,17.42,203.7,15.7,34.4,79.68,29.06
2018-05-09 14:00:00,16.58,204.1,15.87,34.82,79.71,29.03
2018-05-09 15:00:00,16.54,222.3,17.7,32.96,80.9,29.01
2018-05-09 16:00:00,15.04,219.3,17.21,30.76,82.9,28.98
2018-05-09 17:00:00,14.45,218.5,17.07,29.56,82.0,28.97
2018-05-09 18:00:00,15.57,236.6,15.4,30.51,80.4,28.98
2018-05-09 19:00:00,9.8,236.6,13.72,21.57,78.42,29.0
2018-05-09 20:00:00,11.75,263.3,17.94,23.64,77.0,29.02
2018-05-09 21:00:00,12.4,292.1,14.03,24.83,73.03,29.06
2018-05-09 22:00:00,12.18,282.5,13.38,24.59,71.1,29.08
2018-05-09 23:00:00,9.48,294.9,15.32,17.54,68.82,29.11
2018-05-10 00:00:00,8.07,276.9,13.31,17.86,66.54,29.12
2018-05-10 01:00:00,7.585,275.1,11.8,16.39,64.78,29.13
2018-05-10 02:00:00,7.319,275.4,10.77,12.22,63.54,29.14
2018-05-10 03:00:00,5.75,260.3,18.2,11.83,62.77,29.15
2018-05-10 04:00:00,6.976,247.0,13.17,11.27,61.4,29.16
2018-05-10 05:00:00,7.484,250.3,12.41,13.02,59.89,29.17
2018-05-10 06:00:00,6.16,257.2,14.31,11.2,59.7,29.21
2018-05-10 07:00:00,8.38,282.4,15.28,16.49,61.4,29.24
2018-05-10 08:00:00,8.35,291.8,20.79,14.88,62.94,29.26
2018-05-10 09:00:00,8.42,308.0,18.56,16.67,63.58,29.28
2018-05-10 10:00:00,7.267,307.7,27.7,12.92,64.15,29.3
2018-05-10 11:00:00,9.62,22.55,18.21,16.95,62.35,29.32
2018-05-10 12:00:00,10.58,27.56,17.37,16.18,61.99,29.31
2018-05-10 13:00:00,9.63,46.03,19.67,17.16,61.44,29.32
2018-05-10 14:00:00,8.41,73.57,16.55,15.62,59.74,29.33
2018-05-10 15:00:00,8.57,76.62,16.99,16.74,58.67,29.33
2018-05-10 16:00:00,9.35,76.45,15.76,17.19,57.71,29.33
2018-05-10 17:00:00,8.21,82.0,18.62,14.0,57.44,29.33
2018-05-10 18:00:00,7.514,86.6,18.2,14.04,58.26,29.33
2018-05-10 19:00:00,5.984,84.8,16.37,12.85,56.5,29.33
2018-05-10 20:00:00,4.702,83.2,20.13,9.8,55.43,29.34
2018-05-10 21:00:00,5.007,69.59,18.44,10.57,54.53,29.36
2018-05-10 22:00:00,4.911,44.89,16.37,10.74,54.49,29.39
2018-05-10 23:00:00,5.528,58.86,19.67,10.95,54.22,29.4
2018-05-11 00:00:00,9.97,13.47,16.97,19.47,50.55,29.41
2018-05-11 01:00:00,9.91,16.2,16.8,17.58,48.12,29.4
2018-05-11 02:00:00,7.531,9.6,20.49,16.07,47.53,29.4
2018-05-11 03:00:00,8.81,10.74,19.04,17.61,47.47,29.41
2018-05-11 04:00:00,6.677,32.91,22.32,12.95,46.99,29.41
2018-05-11 05:00:00,6.839,61.82,17.4,12.11,47.59,29.38
2018-05-11 06:00:00,6.548,72.09,18.82,13.16,49.73,29.39
2018-05-11 07:00:00,8.49,45.85,21.81,17.61,50.02,29.4
2018-05-11 08:00:00,10.23,52.11,19.78,19.37,49.95,29.41
2018-05-11 09:00:00,10.41,65.68,16.71,19.72,51.91,29.41
2018-05-11 10:00:00,11.5,62.42,16.97,22.94,51.68,29.38
2018-05-11 11:00:00,10.19,65.96,17.88,21.99,51.82,29.39
2018-05-11 12:00:00,10.6,67.63,19.07,21.22,51.81,29.36
2018-05-11 13:00:00,9.37,80.6,20.12,17.93,52.95,29.32
2018-05-11 14:00:00,8.96,75.95,18.68,18.7,55.45,29.32
2018-05-11 15:00:00,9.08,56.21,19.1,16.63,54.38,29.31
2018-05-11 16:00:00,10.26,46.47,16.7,19.89,53.21,29.31
2018-05-11 17:00:00,11.64,37.48,16.67,19.82,50.5,29.31
2018-05-11 18:00:00,12.41,45.82,16.35,23.08,47.76,29.31
2018-05-11 19:00:00,12.0,47.15,17.95,23.99,48.16,29.3
2018-05-11 20:00:00,11.96,38.03,17.32,26.09,48.24,29.31
2018-05-11 21:00:00,9.11,52.16,21.0,18.94,49.13,29.32
2018-05-11 22:00:00,8.25,51.72,18.57,17.37,49.45,29.33
2018-05-11 23:00:00,7.414,47.52,17.25,13.58,48.63,29.33
2018-05-12 00:00:00,8.83,38.0,16.16,17.23,48.2,29.33
2018-05-12 01:00:00,9.69,37.37,15.42,19.68,47.37,29.33
2018-05-12 02:00:00,10.31,43.06,15.89,19.44,46.98,29.33
2018-05-12 03:00:00,10.13,51.36,17.7,20.28,46.98,29.33
2018-05-12 04:00:00,9.76,62.38,23.78,20.84,47.23,29.34
2018-05-12 05:00:00,8.8,19.24,17.25,16.04,45.34,29.37
2018-05-12 06:00:00,8.93,27.56,20.61,18.17,45.06,29.38
2018-05-12 07:00:00,9.08,20.75,16.04,16.88,45.01,29.42
2018-05-12 08:00:00,7.8,30.62,21.67,20.66,44.7,29.41
2018-05-12 09:00:00,10.69,30.17,14.44,19.4,45.97,29.43
2018-05-12 10:00:00,8.36,3.578,25.27,17.44,46.77,29.48
2018-05-12 11:00:00,9.14,2.518,23.95,18.1,46.29,29.48
2018-05-12 12:00:00,12.51,24.76,16.26,21.36,45.99,29.47
2018-05-12 13:00:00,9.45,27.4,18.01,16.6,45.52,29.48
2018-05-12 14:00:00,7.149,10.8,21.31,14.32,45.33,29.49
2018-05-12 15:00:00,9.31,27.96,21.94,18.14,45.69,29.45
2018-05-12 16:00:00,10.0,47.71,21.09,18.56,46.16,29.4
2018-05-12 17:00:00,9.66,17.04,16.3,16.67,46.33,29.45
2018-05-12 18:00:00,5.772,12.55,26.03,14.32,46.89,29.46
2018-05-12 19:00:00,6.112,5.714,21.09,10.64,47.08,29.46
2018-05-12 20:00:00,7.238,10.19,17.68,15.72,47.39,29.46
2018-05-12 21:00:00,9.7,23.93,17.89,19.93,46.19,29.45
2018-05-12 22:00:00,8.69,48.85,25.94,16.77,46.65,29.43
2018-05-12 23:00:00,8.85,60.41,22.56,19.37,48.86,29.41
2018-05-13 00:00:00,8.73,46.46,38.38,19.19,48.6,29.41
2018-05-13 01:00:00,8.84,35.99,20.71,18.52,48.51,29.42
2018-05-13 02:00:00,7.647,58.58,21.89,19.44,47.82,29.38
2018-05-13 03:00:00,8.98,105.7,34.88,21.71,49.97,29.36
2018-05-13 04:00:00,4.472,162.7,31.37,11.55,52.71,29.35
2018-05-13 05:00:00,3.681,245.6,78.84,10.32,52.61,29.37
2018-05-13 06:00:00,8.14,21.28,20.29,14.53,48.39,29.4
2018-05-13 07:00:00,6.571,36.7,19.69,14.14,48.37,29.41
2018-05-13 08:00:00,5.436,60.95,21.46,10.53,48.7,29.41
2018-05-13 09:00:00,5.351,76.73,19.89,10.22,51.1,29.4
2018-05-13 10:00:00,3.245,42.55,30.03,6.083,53.3,29.4
2018-05-13 11:00:00,4.059,35.66,28.12,7.765,55.32,29.4
2018-05-13 12:00:00,4.843,10.5,30.93,10.25,57.1,29.4
2018-05-13 13:00:00,6.925,20.02,19.25,11.8,56.1,29.4
2018-05-13 14:00:00,7.566,32.32,16.68,13.23,52.66,29.4
2018-05-13 15:00:00,8.07,27.92,17.25,13.3,52.35,29.39
2018-05-13 16:00:00,7.22,25.94,18.27,13.27,51.81,29.39
2018-05-13 17:00:00,4.659,86.7,36.67,9.83,52.6,29.36
2018-05-13 18:00:00,8.37,59.92,33.46,19.86,51.58,29.32
2018-05-13 19:00:00,6.802,46.03,23.41,17.93,48.85,29.32
2018-05-13 20:00:00,2.077,235.0,91.9,5.171,50.15,29.34
2018-05-13 21:00:00,3.104,15.59,18.92,5.662,51.35,29.34
2018-05-13 22:00:00,1.738,154.1,99.0,5.207,51.39,29.35
2018-05-13 23:00:00,3.075,58.68,41.01,6.433,51.48,29.35
2018-05-14 00:00:00,3.712,57.66,24.52,6.889,50.19,29.34
2018-05-14 01:00:00,3.245,88.1,45.87,7.905,50.13,29.31
2018-05-14 02:00:00,1.939,183.0,23.46,7.099,51.05,29.28
2018-05-14 03:00:00,3.791,192.6,17.6,8.5,53.24,29.26
2018-05-14 04:00:00,6.632,32.93,51.36,21.89,52.84,29.29
2018-05-14 05:00:00,5.508,80.4,27.09,11.83,51.99,29.29
2018-05-14 06:00:00,7.608,35.97,79.66,28.65,55.02,29.34
2018-05-14 07:00:00,2.381,127.3,81.3,7.73,57.09,29.36
2018-05-14 08:00:00,3.173,133.2,36.55,11.06,60.31,29.33
2018-05-14 09:00:00,5.611,156.1,37.22,12.25,64.21,29.31
2018-05-14 10:00:00,4.045,143.2,51.45,12.18,64.29,29.32
2018-05-14 11:00:00,8.8,169.6,14.77,15.72,68.11,29.28
2018-05-14 12:00:00,10.0,178.2,16.75,18.42,74.58,29.25
2018-05-14 13:00:00,10.36,195.4,19.91,20.17,80.5,29.23
2018-05-14 14:00:00,11.35,207.2,18.35,20.35,84.0,29.22
2018-05-14 15:00:00,10.65,212.2,16.58,19.44,86.6,29.2
2018-05-14 16:00:00,7.841,47.97,90.3,19.26,73.15,29.18
2018-05-14 17:00:00,9.03,70.42,17.72,16.88,58.33,29.19
2018-05-14 18:00:00,12.69,41.55,47.0,46.04,59.06,29.21
2018-05-14 19:00:00,7.634,71.5,29.2,17.23,59.43,29.18
2018-05-14 20:00:00,2.986,115.1,35.23,8.54,59.56,29.17
2018-05-14 21:00:00,2.467,136.6,64.09,6.994,62.01,29.15
2018-05-14 22:00:00,9.69,301.9,77.68,37.31,62.94,29.2
2018-05-14 23:00:00,5.917,84.7,52.45,18.28,62.76,29.2
2018-05-15 00:00:00,4.227,61.73,81.7,10.36,63.27,29.19
2018-05-15 01:00:00,3.692,172.6,70.36,11.94,63.26,29.18
2018-05-15 02:00:00,3.523,227.2,35.42,8.61,63.13,29.18
2018-05-15 03:00:00,4.373,209.1,21.62,9.41,63.18,29.19
2018-05-15 04:00:00,5.704,220.6,19.43,12.36,63.92,29.21
2018-05-15 05:00:00,4.883,223.3,18.49,8.57,64.64,29.22
2018-05-15 06:00:00,3.549,268.4,24.25,5.978,64.33,29.25
2018-05-15 07:00:00,8.15,0.288,23.54,22.73,61.81,29.28
2018-05-15 08:00:00,7.992,5.654,20.53,16.35,59.55,29.29
2018-05-15 09:00:00,8.01,351.0,20.89,16.63,57.49,29.32
2018-05-15 10:00:00,7.882,354.8,22.47,17.68,59.85,29.34
2018-05-15 11:00:00,8.93,6.828,22.73,20.94,60.79,29.36
2018-05-15 12:00:00,10.77,20.07,15.34,19.86,57.97,29.35
2018-05-15 13:00:00,5.761,33.96,30.1,11.94,56.09,29.38
2018-05-15 14:00:00,7.012,29.6,21.32,17.93,56.44,29.38
2018-05-15 15:00:00,11.17,1.669,22.81,22.27,52.32,29.38
2018-05-15 16:00:00,12.11,346.4,17.14,22.45,51.44,29.38
2018-05-15 17:00:00,10.71,349.8,18.2,20.0,52.15,29.37
2018-05-15 18:00:00,10.89,350.7,19.08,22.59,52.47,29.37
2018-05-15 19:00:00,9.19,8.32,21.48,18.73,51.98,29.37
2018-05-15 20:00:00,9.38,16.36,15.84,16.7,50.2,29.39
2018-05-15 21:00:00,7.649,14.16,17.79,13.9,50.03,29.4
2018-05-15 22:00:00,5.251,23.97,18.36,10.95,50.12,29.4
2018-05-15 23:00:00,4.696,32.99,12.4,8.05,49.62,29.39
2018-05-16 00:00:00,3.491,14.32,16.67,6.468,48.82,29.38
2018-05-16 01:00:00,3.171,9.74,20.78,6.573,48.92,29.37
2018-05-16 02:00:00,2.291,5.087,21.66,4.856,49.65,29.37
2018-05-16 03:00:00,2.08,14.35,24.64,4.225,49.82,29.36
2018-05-16 04:00:00,2.204,22.3,22.16,4.961,50.13,29.37
2018-05-16 05:00:00,2.414,13.09,15.79,5.347,50.13,29.38
2018-05-16 06:00:00,3.559,37.35,14.03,7.309,51.94,29.4
2018-05-16 07:00:00,4.954,39.16,18.71,8.99,52.62,29.4
2018-05-16 08:00:00,6.776,30.99,16.57,11.44,52.59,29.41
2018-05-16 09:00:00,7.923,27.13,15.0,12.22,52.9,29.4
2018-05-16 10:00:00,7.115,27.17,16.18,11.27,55.15,29.4
2018-05-16 11:00:00,6.034,24.32,18.9,10.74,58.15,29.4
2018-05-16 12:00:00,6.181,41.15,22.59,9.27,61.56,29.38
2018-05-16 13:00:00,6.694,43.07,20.87,11.23,61.95,29.37
2018-05-16 14:00:00,6.335,33.56,16.97,10.25,66.18,29.35
2018-05-16 15:00:00,7.072,19.42,17.34,11.94,69.69,29.34
2018-05-16 16:00:00,6.486,41.63,20.75,10.85,69.66,29.33
2018-05-16 17:00:00,6.269,34.14,17.89,10.78,68.25,29.33
2018-05-16 18:00:00,5.178,45.78,20.12,9.1,65.1,29.32
2018-05-16 19:00:00,3.948,68.35,23.4,7.975,60.12,29.33
2018-05-16 20:00:00,2.832,86.8,23.75,5.171,58.18,29.34
2018-05-16 21:00:00,1.877,111.8,30.59,4.576,57.97,29.35
2018-05-16 22:00:00,1.289,113.3,53.3,3.84,58.91,29.36
2018-05-16 23:00:00,1.097,224.7,35.4,2.788,58.78,29.36
2018-05-17 00:00:00,1.004,281.4,27.49,2.017,58.7,29.36
2018-05-17 01:00:00,1.621,261.6,47.19,3.664,57.62,29.35
2018-05-17 02:00:00,0.996,286.3,83.5,3.034,57.14,29.35
2018-05-17 03:00:00,0.814,308.8,39.95,1.877,56.52,29.35
2018-05-17 04:00:00,1.095,299.3,56.41,2.999,55.91,29.35
2018-05-17 05:00:00,0.926,303.4,60.06,1.947,55.53,29.37
2018-05-17 06:00:00,1.171,339.3,65.36,3.77,58.73,29.38
2018-05-17 07:00:00,3.33,48.37,21.17,6.118,63.19,29.38
2018-05-17 08:00:00,7.654,33.63,19.6,14.07,60.49,29.41
2018-05-17 09:00:00,9.33,7.993,20.92,16.6,54.51,29.43
2018-05-17 10:00:00,9.02,6.401,21.72,16.67,52.76,29.44
2018-05-17 11:00:00,10.01,1.633,23.24,20.91,52.07,29.45
2018-05-17 12:00:00,9.82,7.472,22.78,18.45,53.35,29.44
2018-05-17 13:00:00,11.2,1.597,22.95,24.41,53.38,29.43
2018-05-17 14:00:00,13.99,9.77,20.84,26.97,51.76,29.43
2018-05-17 15:00:00,13.7,8.12,21.26,25.36,51.31,29.43
2018-05-17 16:00:00,13.35,21.18,18.27,22.84,51.02,29.43
2018-05-17 17:00:00,13.24,20.94,16.6,22.38,49.5,29.43
2018-05-17 18:00:00,11.28,19.23,16.31,19.51,48.2,29.43
2018-05-17 19:00:00,9.58,12.11,17.99,19.26,48.16,29.44
2018-05-17 20:00:00,8.42,12.14,19.64,15.51,48.55,29.44
2018-05-17 21:00:00,9.23,15.2,15.41,16.18,48.77,29.44
2018-05-17 22:00:00,8.27,21.91,14.57,14.32,49.25,29.43
2018-05-17 23:00:00,7.131,19.58,14.29,12.78,49.69,29.43
2018-05-18 00:00:00,4.288,17.17,17.15,8.71,50.9,29.43
2018-05-18 01:00:00,5.476,21.11,14.35,10.08,51.94,29.42
2018-05-18 02:00:00,5.558,24.6,12.66,9.41,52.02,29.42
2018-05-18 03:00:00,4.384,37.82,14.98,8.29,52.03,29.41
2018-05-18 04:00:00,5.369,41.77,15.77,11.62,52.79,29.42
2018-05-18 05:00:00,6.955,38.41,13.43,12.57,52.55,29.42
2018-05-18 06:00:00,7.853,27.6,13.68,14.7,52.98,29.43
2018-05-18 07:00:00,10.61,26.9,13.06,18.63,53.85,29.44
2018-05-18 08:00:00,10.68,27.39,14.89,19.33,54.46,29.43
2018-05-18 09:00:00,10.24,23.9,15.55,17.68,54.93,29.42
2018-05-18 10:00:00,10.36,9.38,20.13,18.21,54.09,29.41
2018-05-18 11:00:00,9.39,12.62,20.06,18.8,53.86,29.41
2018-05-18 12:00:00,11.38,7.301,20.1,21.19,53.17,29.41
2018-05-18 13:00:00,12.23,11.49,18.05,20.98,51.82,29.4
2018-05-18 14:00:00,10.34,8.88,19.79,21.05,50.36,29.37
2018-05-18 15:00:00,7.708,3.499,21.88,15.69,51.64,29.35
2018-05-18 16:00:00,8.52,7.792,19.15,15.72,52.15,29.34
2018-05-18 17:00:00,8.85,9.31,18.13,17.23,51.88,29.34
2018-05-18 18:00:00,6.895,13.31,14.67,11.27,51.82,29.33
2018-05-18 19:00:00,4.605,32.77,16.69,8.47,53.59,29.32
2018-05-18 20:00:00,3.403,57.37,17.68,6.889,55.48,29.31
2018-05-18 21:00:00,3.822,72.73,20.07,7.695,56.41,29.31
2018-05-18 22:00:00,4.102,59.8,23.53,8.61,56.21,29.3
2018-05-18 23:00:00,4.634,39.12,16.71,9.52,54.84,29.29
2018-05-19 00:00:00,3.497,41.99,20.02,6.994,54.81,29.27
2018-05-19 01:00:00,3.912,45.52,19.34,7.555,55.18,29.24
2018-05-19 02:00:00,3.306,19.88,28.77,7.485,54.39,29.23
2018-05-19 03:00:00,3.381,4.407,23.56,5.732,53.11,29.23
2018-05-19 04:00:00,2.909,336.3,14.15,5.592,53.3,29.23
2018-05-19 05:00:00,3.081,15.16,19.2,6.398,53.37,29.23
2018-05-19 06:00:00,3.616,16.33,18.34,7.029,52.3,29.24
2018-05-19 07:00:00,2.049,2.704,22.8,3.559,52.81,29.25
2018-05-19 08:00:00,1.856,80.6,35.12,4.646,55.46,29.24
2018-05-19 09:00:00,3.824,80.8,33.58,7.835,55.06,29.24
2018-05-19 10:00:00,3.106,76.03,18.82,6.153,55.31,29.23
2018-05-19 11:00:00,2.355,76.84,32.81,5.242,59.22,29.24
2018-05-19 12:00:00,3.267,66.85,45.93,8.08,62.55,29.25
2018-05-19 13:00:00,4.44,65.02,16.32,7.52,57.63,29.26
2018-05-19 14:00:00,5.112,53.66,22.23,9.55,56.02,29.25
2018-05-19 15:00:00,5.562,62.04,19.33,9.55,53.68,29.26
2018-05-19 16:00:00,5.093,70.88,20.87,9.13,53.79,29.26
2018-05-19 17:00:00,5.635,73.4,20.26,10.01,54.25,29.27
2018-05-19 18:00:00,5.581,66.54,21.04,10.46,54.08,29.28
2018-05-19 19:00:00,4.054,75.71,22.6,9.2,54.0,29.3
2018-05-19 20:00:00,3.341,74.09,21.49,6.503,54.28,29.32
2018-05-19 21:00:00,2.004,109.5,61.94,5.312,56.07,29.34
2018-05-19 22:00:00,1.624,91.2,94.2,3.174,57.94,29.36
2018-05-19 23:00:00,3.494,39.45,25.85,7.379,58.68,29.37
2018-05-20 00:00:00,6.19,41.15,21.43,14.18,56.36,29.37
2018-05-20 01:00:00,9.66,23.49,17.5,19.65,50.82,29.41
2018-05-20 02:00:00,8.96,26.86,16.34,17.79,48.42,29.42
2018-05-20 03:00:00,8.66,12.36,20.03,21.05,47.48,29.44
2018-05-20 04:00:00,11.21,9.29,20.15,21.47,45.75,29.44
2018-05-20 05:00:00,10.26,14.73,16.91,19.72,44.29,29.47
2018-05-20 06:00:00,9.91,13.92,15.62,18.03,43.84,29.49
2018-05-20 07:00:00,10.42,16.76,16.91,17.75,43.93,29.5
2018-05-20 08:00:00,9.95,16.33,16.45,18.59,44.59,29.53
2018-05-20 09:00:00,9.17,10.43,20.04,18.8,44.48,29.55
2018-05-20 10:00:00,10.67,1.008,21.9,23.08,43.82,29.56
2018-05-20 11:00:00,9.82,1.127,21.91,20.84,43.84,29.58
2018-05-20 12:00:00,8.5,27.2,36.12,17.19,45.3,29.57
2018-05-20 13:00:00,8.47,24.83,37.09,16.7,47.6,29.56
2018-05-20 14:00:00,11.48,1.643,22.94,22.03,46.14,29.57
2018-05-20 15:00:00,11.05,9.26,20.16,20.52,45.04,29.58
2018-05-20 16:00:00,12.13,19.13,15.31,20.24,45.18,29.54
2018-05-20 17:00:00,10.12,21.52,17.9,18.94,45.37,29.53
2018-05-20 18:00:00,9.76,16.72,16.23,18.1,45.47,29.52
2018-05-20 19:00:00,7.665,9.26,41.8,16.07,45.52,29.53
2018-05-20 20:00:00,7.106,349.8,19.04,13.41,46.12,29.53
2018-05-20 21:00:00,6.709,7.982,19.35,13.69,46.86,29.55
2018-05-20 22:00:00,8.08,15.87,15.14,14.53,46.99,29.56
2018-05-20 23:00:00,7.892,20.58,16.61,14.63,46.98,29.55
2018-05-21 00:00:00,6.914,34.37,14.21,14.11,47.02,29.54
2018-05-21 01:00:00,5.827,40.69,16.68,12.11,47.06,29.52
2018-05-21 02:00:00,5.852,34.3,13.07,10.18,47.93,29.51
2018-05-21 03:00:00,5.263,27.19,15.15,10.15,48.55,29.5
2018-05-21 04:00:00,5.545,33.9,15.98,9.87,48.56,29.49
2018-05-21 05:00:00,6.78,28.59,15.17,12.39,48.55,29.48
2018-05-21 06:00:00,5.36,26.17,32.16,10.78,49.31,29.49
2018-05-21 07:00:00,5.123,351.6,39.18,13.51,50.67,29.5
2018-05-21 08:00:00,5.803,16.7,37.76,14.67,52.31,29.49
2018-05-21 09:00:00,6.827,60.68,19.65,14.32,53.89,29.47
2018-05-21 10:00:00,5.794,97.5,28.65,13.2,55.06,29.45
2018-05-21 11:00:00,2.944,181.0,58.99,8.36,58.85,29.46
2018-05-21 12:00:00,2.778,350.7,46.14,6.118,59.58,29.44
2018-05-21 13:00:00,3.08,34.15,41.66,6.573,58.93,29.42
2018-05-21 14:00:00,3.562,70.8,23.3,7.52,58.04,29.4
2018-05-21 15:00:00,4.922,69.61,14.92,8.47,57.66,29.37
2018-05-21 16:00:00,4.085,41.24,17.1,7.064,57.9,29.35
2018-05-21 17:00:00,2.957,65.51,34.25,6.433,57.39,29.34
2018-05-21 18:00:00,3.536,348.8,53.59,7.625,59.44,29.34
2018-05-21 19:00:00,2.982,17.4,26.02,6.153,59.64,29.34
2018-05-21 20:00:00,1.742,23.51,39.86,4.19,58.78,29.34
2018-05-21 21:00:00,4.457,13.47,14.57,8.89,55.65,29.35
2018-05-21 22:00:00,4.169,6.036,21.2,8.05,52.63,29.36
2018-05-21 23:00:00,2.032,66.91,52.01,4.19,52.8,29.35
2018-05-22 00:00:00,2.952,35.04,23.92,6.433,52.58,29.35
2018-05-22 01:00:00,3.44,37.86,26.96,7.064,51.56,29.34
2018-05-22 02:00:00,4.528,34.5,39.87,15.02,50.66,29.34
2018-05-22 03:00:00,4.199,34.79,41.5,12.18,51.23,29.34
2018-05-22 04:00:00,3.412,354.9,55.83,11.41,51.17,29.34
2018-05-22 05:00:00,2.838,36.32,30.57,6.293,51.2,29.35
2018-05-22 06:00:00,3.248,39.49,25.66,5.978,50.62,29.37
2018-05-22 07:00:00,4.269,51.22,21.25,7.94,50.64,29.38
2018-05-22 08:00:00,3.666,46.87,26.81,7.169,51.15,29.4
2018-05-22 09:00:00,2.326,20.1,50.37,5.978,52.47,29.42
2018-05-22 10:00:00,4.04,77.41,29.12,8.08,54.22,29.43
2018-05-22 11:00:00,5.238,64.71,23.9,9.45,53.03,29.44
2018-05-22 12:00:00,8.35,30.48,16.39,16.67,52.73,29.44
2018-05-22 14:00:00,6.644,54.5,22.05,11.97,53.45,29.44
2018-05-22 15:00:00,7.357,55.78,19.23,14.0,55.71,29.43
2018-05-22 16:00:00,6.393,59.07,22.25,12.74,53.81,29.43
2018-05-22 17:00:00,5.292,75.8,21.87,9.66,53.94,29.42
