,TIMESTAMP TS,RECORD RN,AWS Mph WVc,AWD Deg WVc,SIG Deg WVc,Gust Mph Max,AvgT Deg_F Avg,ABP InHg Avg,Ltemp Deg_F Max,Batt Vdc Min
273,2017-04-12 09:00:00,1531,6.27,34.16,22.72,11.09,46.97,29.75,53.19,13.62
274,2017-04-12 10:00:00,1532,6.62,57.96,24.07,11.09,47.85,29.77,61.15,13.61
275,2017-04-12 11:00:00,1533,7.091,70.94,17.66,12.5,48.37,29.78,67.75,13.62
276,2017-04-12 12:00:00,1534,8.29,60.44,20.12,14.35,47.75,29.78,67.61,13.62
277,2017-04-12 13:00:00,1535,9.64,76.3,16.91,14.84,47.54,29.77,65.5,13.62
278,2017-04-12 14:00:00,1536,9.19,74.46,16.67,16.42,47.51,29.75,63.94,13.62
279,2017-04-12 15:00:00,1537,9.46,77.26,16.22,16.49,47.57,29.74,62.04,13.62
280,2017-04-12 16:00:00,1538,8.61,81.3,15.96,14.14,48.16,29.73,61.99,13.62
281,2017-04-12 17:00:00,1539,7.609,76.11,16.0,13.41,46.92,29.74,60.53,13.62
282,2017-04-12 18:00:00,1540,7.266,77.26,15.63,13.23,46.19,29.75,53.77,13.61
283,2017-04-12 19:00:00,1541,8.96,74.1,14.0,15.44,45.94,29.74,49.91,13.62
284,2017-04-12 20:00:00,1542,6.95,77.56,18.08,14.46,45.68,29.74,47.94,13.62
285,2017-04-12 21:00:00,1543,7.034,68.71,14.74,13.51,45.45,29.75,46.9,13.62
286,2017-04-12 22:00:00,1544,6.775,77.9,15.87,12.85,45.55,29.75,46.55,13.62
287,2017-04-12 23:00:00,1545,6.678,86.6,24.63,15.26,45.36,29.73,46.35,13.62
288,2017-04-13 00:00:00,1546,6.527,68.62,18.96,13.37,45.29,29.71,46.03,13.62
289,2017-04-13 01:00:00,1547,6.618,87.1,28.12,14.25,45.46,29.7,46.19,13.62
290,2017-04-13 02:00:00,1548,2.932,87.5,36.43,6.223,46.58,29.69,46.43,13.62
291,2017-04-13 03:00:00,1549,4.591,78.75,19.06,10.11,46.15,29.68,46.79,13.62
292,2017-04-13 04:00:00,1550,5.567,53.93,37.69,13.3,46.09,29.68,47.02,13.62
293,2017-04-13 05:00:00,1551,7.453,19.51,24.94,14.7,45.77,29.71,47.1,13.62
294,2017-04-13 06:00:00,1552,6.825,44.0,16.36,13.58,45.38,29.71,46.82,13.62
295,2017-04-13 07:00:00,1553,7.611,44.35,16.06,16.39,44.47,29.73,45.99,13.61
296,2017-04-13 08:00:00,1554,7.881,77.09,18.8,15.09,44.27,29.72,45.32,13.62
297,2017-04-13 09:00:00,1555,8.15,91.5,15.95,17.16,44.8,29.69,45.95,13.62
298,2017-04-13 10:00:00,1556,5.53,102.7,22.63,14.6,47.09,29.67,48.7,13.62
299,2017-04-13 11:00:00,1557,4.789,89.9,18.46,9.48,49.08,29.67,51.21,13.61
300,2017-04-13 12:00:00,1558,5.421,86.0,16.17,10.46,49.82,29.64,54.73,13.62
301,2017-04-13 13:00:00,1559,6.944,84.3,16.58,13.02,53.18,29.63,67.47,13.62
302,2017-04-13 14:00:00,1560,7.618,77.11,15.34,12.88,55.06,29.62,71.4,13.62
303,2017-04-13 15:00:00,1561,8.71,73.09,12.98,14.67,55.37,29.6,71.3,13.62
304,2017-04-13 16:00:00,1562,8.45,66.22,16.2,15.12,55.64,29.6,70.12,13.62
305,2017-04-13 17:00:00,1563,7.629,56.23,17.78,14.67,54.64,29.59,68.57,13.62
306,2017-04-13 18:00:00,1564,6.57,53.19,18.16,15.62,52.78,29.6,64.85,13.62
307,2017-04-13 19:00:00,1565,7.873,68.6,15.72,14.67,50.67,29.6,58.21,13.62
308,2017-04-13 20:00:00,1566,6.136,83.4,17.71,12.22,51.37,29.62,53.19,13.62
309,2017-04-13 21:00:00,1567,6.661,71.94,15.94,12.81,49.72,29.63,52.53,13.62
310,2017-04-13 22:00:00,1568,5.956,70.94,15.06,12.11,48.14,29.63,50.69,13.62
311,2017-04-13 23:00:00,1569,5.717,74.93,16.16,12.81,47.56,29.62,48.99,13.62
312,2017-04-14 00:00:00,1570,5.337,79.75,15.27,10.57,46.96,29.62,47.66,13.62
313,2017-04-14 01:00:00,1571,5.703,67.1,16.52,11.55,46.61,29.61,46.7,13.62
314,2017-04-14 02:00:00,1572,5.362,72.43,16.2,11.09,45.95,29.6,46.35,13.62
315,2017-04-14 03:00:00,1573,6.268,72.2,15.49,12.32,45.68,29.6,46.9,13.62
316,2017-04-14 04:00:00,1574,5.418,56.9,18.2,10.29,45.63,29.6,47.14,13.62
317,2017-04-14 05:00:00,1575,5.519,65.99,17.55,10.04,44.81,29.6,46.31,13.62
318,2017-04-14 06:00:00,1576,4.483,65.23,19.32,9.73,45.18,29.61,45.75,13.62
319,2017-04-14 07:00:00,1577,7.006,65.86,13.46,12.36,45.85,29.62,48.58,13.62
320,2017-04-14 08:00:00,1578,6.832,76.57,15.65,11.69,46.62,29.61,51.67,13.62
321,2017-04-14 09:00:00,1579,5.683,80.2,17.17,12.46,48.41,29.61,57.7,13.62
322,2017-04-14 10:00:00,1580,5.593,59.66,17.87,9.06,51.31,29.6,64.44,13.62
323,2017-04-14 11:00:00,1581,7.215,66.6,15.19,12.36,53.07,29.58,68.76,13.62
324,2017-04-14 12:00:00,1582,7.302,75.57,14.67,12.46,55.02,29.56,72.66,13.63
325,2017-04-14 13:00:00,1583,7.042,73.5,13.57,12.71,56.85,29.54,73.72,13.63
326,2017-04-14 14:00:00,1584,5.915,43.22,18.74,9.73,57.07,29.52,72.41,13.63
327,2017-04-14 15:00:00,1585,5.977,25.32,16.86,9.38,57.36,29.49,69.73,13.63
328,2017-04-14 16:00:00,1586,6.081,22.5,15.32,9.45,56.56,29.47,70.02,13.63
329,2017-04-14 17:00:00,1587,2.778,43.25,41.49,6.153,56.58,29.46,63.98,13.62
330,2017-04-14 18:00:00,1588,3.75,229.7,75.13,19.86,61.16,29.45,64.44,13.63
331,2017-04-14 19:00:00,1589,8.24,160.7,39.24,24.17,66.83,29.45,65.22,13.63
332,2017-04-14 20:00:00,1590,7.38,222.2,29.82,21.82,62.58,29.5,65.26,13.63
333,2017-04-14 21:00:00,1591,5.052,142.7,16.48,12.99,61.15,29.48,62.85,13.63
334,2017-04-14 22:00:00,1592,7.011,155.6,16.26,16.0,61.43,29.46,61.99,13.63
335,2017-04-14 23:00:00,1593,9.08,152.3,15.47,19.19,61.92,29.43,62.39,13.63
336,2017-04-15 00:00:00,1594,7.986,149.3,15.53,17.79,62.12,29.4,62.57,13.63
337,2017-04-15 01:00:00,1595,9.39,151.5,14.39,19.61,62.61,29.38,62.93,13.63
338,2017-04-15 02:00:00,1596,9.68,164.4,15.49,18.17,61.86,29.37,62.8,13.63
339,2017-04-15 03:00:00,1597,8.53,174.4,17.88,15.62,61.69,29.37,62.17,13.63
340,2017-04-15 04:00:00,1598,7.914,192.7,18.75,17.86,62.05,29.37,62.26,13.63
341,2017-04-15 05:00:00,1599,7.326,192.9,14.87,14.98,62.27,29.37,62.08,13.63
342,2017-04-15 06:00:00,1600,9.58,207.9,14.48,19.16,63.97,29.37,63.52,13.63
343,2017-04-15 07:00:00,1601,10.84,214.0,14.77,20.35,66.41,29.37,66.24,13.63
344,2017-04-15 08:00:00,1602,11.13,224.6,17.03,23.5,68.93,29.36,69.58,13.63
345,2017-04-15 09:00:00,1603,12.66,234.8,14.5,23.89,71.89,29.36,76.22,13.63
346,2017-04-15 10:00:00,1604,14.81,229.3,17.8,27.74,75.3,29.35,81.7,13.63
347,2017-04-15 11:00:00,1605,14.37,222.9,17.52,27.88,75.52,29.34,84.3,13.49
348,2017-04-15 12:00:00,1606,16.9,214.7,16.0,30.62,78.63,29.31,88.2,13.48
349,2017-04-15 13:00:00,1607,19.07,216.5,17.46,36.68,79.98,29.29,88.7,14.16
350,2017-04-15 14:00:00,1608,19.0,211.2,14.63,36.61,80.9,29.27,89.1,13.54
351,2017-04-15 15:00:00,1609,20.37,211.3,14.25,36.12,81.1,29.26,89.1,14.15
352,2017-04-15 16:00:00,1610,19.18,213.0,15.34,36.01,81.1,29.25,89.2,14.14
353,2017-04-15 17:00:00,1611,18.01,210.8,14.29,34.44,80.5,29.24,87.9,13.56
354,2017-04-15 18:00:00,1612,13.8,214.3,14.61,27.99,78.84,29.24,85.9,13.63
355,2017-04-15 19:00:00,1613,11.54,211.4,11.37,22.8,77.51,29.25,81.5,13.62
356,2017-04-15 20:00:00,1614,9.41,203.5,14.54,18.77,75.82,29.25,78.6,13.62
357,2017-04-15 21:00:00,1615,12.03,200.5,14.52,24.83,74.15,29.23,76.22,13.61
358,2017-04-15 22:00:00,1616,13.75,208.5,12.51,25.78,73.2,29.22,74.24,13.62
359,2017-04-15 23:00:00,1617,11.67,202.9,14.89,24.73,71.82,29.21,73.26,13.61
360,2017-04-16 00:00:00,1618,13.92,205.1,14.96,28.72,71.35,29.17,72.15,13.61
361,2017-04-16 01:00:00,1619,14.95,251.5,35.54,28.86,70.66,29.19,72.81,13.66
362,2017-04-16 02:00:00,1620,9.66,270.4,16.07,20.24,62.74,29.24,70.76,13.61
363,2017-04-16 03:00:00,1621,7.72,258.2,13.66,14.46,60.95,29.24,63.61,13.61
364,2017-04-16 04:00:00,1622,7.786,219.2,14.2,16.14,60.06,29.23,61.59,13.62
365,2017-04-16 05:00:00,1623,9.27,221.4,19.32,16.77,59.82,29.23,60.88,13.62
366,2017-04-16 06:00:00,1624,8.07,230.3,18.25,15.3,59.52,29.22,60.22,13.61
367,2017-04-16 07:00:00,1625,9.51,237.9,13.18,17.96,60.81,29.24,62.71,13.62
368,2017-04-16 08:00:00,1626,12.51,250.5,11.72,21.12,61.94,29.27,64.39,13.62
369,2017-04-16 09:00:00,1627,12.8,262.2,13.36,24.38,63.63,29.29,67.61,13.62
370,2017-04-16 10:00:00,1628,12.18,261.6,14.36,23.85,63.66,29.31,68.47,13.62
371,2017-04-16 11:00:00,1629,9.64,259.3,14.33,16.74,65.12,29.32,69.58,13.62
372,2017-04-16 12:00:00,1630,9.32,263.8,17.93,19.47,67.57,29.32,72.96,13.63
373,2017-04-16 13:00:00,1631,11.08,274.3,16.06,19.82,70.4,29.32,79.75,13.63
374,2017-04-16 14:00:00,1632,11.48,281.0,20.24,20.52,72.09,29.32,82.2,13.63
375,2017-04-16 15:00:00,1633,11.96,275.7,15.41,21.5,73.41,29.32,82.9,13.63
376,2017-04-16 16:00:00,1634,12.54,292.7,21.1,22.45,72.86,29.34,82.0,13.63
377,2017-04-16 17:00:00,1635,11.24,306.2,19.25,20.17,71.87,29.35,81.2,13.63
378,2017-04-16 18:00:00,1636,8.98,294.3,19.9,17.54,71.05,29.35,78.65,13.63
379,2017-04-16 19:00:00,1637,6.032,282.7,12.87,13.06,68.28,29.38,74.96,13.63
380,2017-04-16 20:00:00,1638,4.681,41.54,56.3,8.92,62.57,29.41,68.33,13.62
381,2017-04-16 21:00:00,1639,3.419,89.1,34.76,7.59,56.55,29.44,62.44,13.62
382,2017-04-16 22:00:00,1640,2.099,114.7,32.14,6.749,54.25,29.46,56.63,13.62
383,2017-04-16 23:00:00,1641,1.472,94.9,35.42,3.419,53.87,29.47,53.52,13.62
384,2017-04-17 00:00:00,1642,1.516,125.8,24.94,3.735,53.05,29.48,52.69,13.62
385,2017-04-17 01:00:00,1643,1.109,137.4,49.61,3.174,51.74,29.48,51.79,13.62
386,2017-04-17 02:00:00,1644,1.051,96.1,50.23,3.279,51.04,29.48,49.87,13.62
387,2017-04-17 03:00:00,1645,0.858,206.3,47.47,3.279,50.45,29.5,49.14,13.62
388,2017-04-17 04:00:00,1646,2.068,199.7,33.68,4.541,49.68,29.5,48.3,13.62
389,2017-04-17 05:00:00,1647,1.961,205.7,27.97,4.471,48.92,29.5,47.34,13.62
390,2017-04-17 06:00:00,1648,1.849,199.9,13.46,4.085,49.23,29.52,46.7,13.62
391,2017-04-17 07:00:00,1649,2.619,224.6,23.28,5.382,53.76,29.53,51.75,13.62
392,2017-04-17 08:00:00,1650,3.625,229.1,20.43,6.118,59.08,29.54,57.83,13.62
393,2017-04-17 09:00:00,1651,2.482,227.4,29.06,4.681,63,29.54,68.28,13.62
394,2017-04-17 10:00:00,1652,4.395,63.4,49.01,9.17,64.81,29.54,79.36,13.63
395,2017-04-17 11:00:00,1653,8.04,61.04,16.15,16.11,61.34,29.54,80.3,13.63
396,2017-04-17 12:00:00,1654,8.49,54.72,20.55,16.32,59.19,29.54,77.67,13.63
397,2017-04-17 13:00:00,1655,8.64,63.82,23.07,16.77,59.78,29.54,76.38,13.63
398,2017-04-17 14:00:00,1656,7.84,58.11,21.89,14.28,56.25,29.53,76.12,13.63
399,2017-04-17 15:00:00,1657,7.513,60.58,20.96,12.88,54.31,29.53,73.26,13.63
400,2017-04-17 16:00:00,1658,9.26,30.48,15.71,14.39,50.27,29.52,70.07,13.62
401,2017-04-17 17:00:00,1659,9.63,23.77,15.44,15.58,46.8,29.52,63.39,13.62
402,2017-04-17 18:00:00,1660,10.05,15.29,16.32,16.42,45.57,29.53,55.82,13.61
403,2017-04-17 19:00:00,1661,8.65,15.62,16.78,15.58,44.5,29.53,51.83,13.61
404,2017-04-17 20:00:00,1662,6.713,9.21,19.39,13.48,44.18,29.54,47.1,13.61
405,2017-04-17 21:00:00,1663,6.212,9.32,19.07,12.29,44.19,29.55,44.92,13.61
406,2017-04-17 22:00:00,1664,6.046,9.47,17.29,11.94,44.11,29.56,44.42,13.61
407,2017-04-17 23:00:00,1665,5.451,8.98,19.77,11.23,44.37,29.56,44.18,13.62
408,2017-04-18 00:00:00,1666,5.128,11.55,16.91,9.9,44.09,29.56,44.02,13.62
409,2017-04-18 01:00:00,1667,3.736,16.33,18.23,7.59,44.52,29.56,43.86,13.62
410,2017-04-18 02:00:00,1668,2.494,28.95,23.59,5.557,44.61,29.55,43.78,13.62
411,2017-04-18 03:00:00,1669,3.455,80.5,24.17,7.59,44.2,29.55,43.51,13.62
412,2017-04-18 04:00:00,1670,1.409,107.7,25.95,3.104,43.14,29.55,43.28,13.61
413,2017-04-18 05:00:00,1671,1.689,161.4,24.23,3.524,43.63,29.56,42.3,13.61
414,2017-04-18 06:00:00,1672,2.825,147.1,14.88,6.223,46.12,29.56,44.06,13.62
415,2017-04-18 07:00:00,1673,5.399,144.1,16.41,11.3,51.07,29.56,49.35,13.62
416,2017-04-18 08:00:00,1674,6.833,164.4,15.65,13.9,56.1,29.54,56.71,13.62
417,2017-04-18 09:00:00,1675,7.869,168.6,16.82,16.25,61.59,29.52,65.96,13.62
418,2017-04-18 10:00:00,1676,11.37,164.0,16.81,23.12,66.49,29.52,74.86,13.62
419,2017-04-18 11:00:00,1677,12.64,168.3,16.57,24.87,70.69,29.52,80.6,13.63
420,2017-04-18 12:00:00,1678,12.86,167.1,17.67,22.45,73.16,29.48,84.1,13.63
421,2017-04-18 13:00:00,1679,12.29,175.0,19.36,23.64,75.31,29.45,85.5,13.62
422,2017-04-18 14:00:00,1680,13.3,175.3,18.18,27.53,75.85,29.4,85.0,13.63
423,2017-04-18 15:00:00,1681,12.26,188.1,17.82,23.92,76.66,29.38,83.2,13.63
424,2017-04-18 16:00:00,1682,13.6,179.5,17.08,27.43,75.91,29.33,83.2,13.63
425,2017-04-18 17:00:00,1683,12.95,187.2,19.29,26.97,76.46,29.32,81.8,13.63
426,2017-04-18 18:00:00,1684,11.26,193.4,15.58,20.84,76.14,29.32,80.2,13.63
427,2017-04-18 19:00:00,1685,7.985,194.6,14.92,19.37,73.98,29.33,78.81,13.63
428,2017-04-18 20:00:00,1686,5.756,193.6,14.75,10.92,71.78,29.34,74.39,13.63
429,2017-04-18 21:00:00,1687,6.458,187.9,14.46,12.53,70.48,29.35,72.0,13.63
430,2017-04-18 22:00:00,1688,6.75,195.6,14.97,14.63,69.71,29.35,71.15,13.63
431,2017-04-18 23:00:00,1689,9.21,208.7,12.73,18.03,69.39,29.35,70.22,13.63
432,2017-04-19 00:00:00,1690,9.87,212.3,11.38,15.62,68.29,29.35,70.07,13.63
433,2017-04-19 01:00:00,1691,8.41,216.0,15.33,16.67,68.13,29.34,69.63,13.63
434,2017-04-19 02:00:00,1692,9.76,212.9,13.22,17.3,67.13,29.33,69.29,13.63
435,2017-04-19 03:00:00,1693,9.29,214.3,14.69,17.93,66.88,29.32,68.23,13.63
436,2017-04-19 04:00:00,1694,8.43,229.4,15.59,16.0,66.71,29.33,67.94,13.63
437,2017-04-19 05:00:00,1695,7.248,228.4,15.91,13.65,65.97,29.34,67.75,13.63
438,2017-04-19 06:00:00,1696,5.593,221.9,14.48,13.97,64.91,29.35,66.57,13.63
439,2017-04-19 07:00:00,1697,5.278,230.3,14.25,9.27,65.01,29.37,66.9,13.63
440,2017-04-19 08:00:00,1698,6.003,241.8,16.83,10.64,66.84,29.39,70.81,13.63
441,2017-04-19 09:00:00,1699,3.34,276.6,24.14,9.17,68.35,29.39,73.78,13.63
442,2017-04-19 10:00:00,1700,3.235,107.6,98.1,7.695,69.88,29.39,77.62,13.63
443,2017-04-19 11:00:00,1701,8.84,32.42,17.5,20.7,63.64,29.41,77.56,13.63
444,2017-04-19 12:00:00,1702,8.49,25.75,18.28,15.41,53.87,29.46,69.1,13.61
445,2017-04-19 13:00:00,1703,9.57,42.8,20.82,20.31,52.41,29.45,59.82,13.61
446,2017-04-19 14:00:00,1704,8.49,69.44,16.96,14.81,51.24,29.45,60.35,13.62
447,2017-04-19 15:00:00,1705,7.703,31.93,20.68,13.69,49.26,29.46,60.04,13.61
448,2017-04-19 16:00:00,1706,9.01,29.72,19.11,15.58,47.41,29.45,54.1,13.61
449,2017-04-19 17:00:00,1707,8.94,26.07,15.43,15.65,47.36,29.46,52.98,13.62
450,2017-04-19 18:00:00,1708,10.12,23.13,15.22,18.49,46.41,29.46,52.49,13.62
451,2017-04-19 19:00:00,1709,10.41,21.03,15.54,18.73,45.2,29.47,50.4,13.62
452,2017-04-19 20:00:00,1710,10.41,30.2,16.12,18.21,44.67,29.47,48.3,13.61
453,2017-04-19 21:00:00,1711,8.11,58.81,18.83,14.25,43.87,29.44,46.43,13.62
454,2017-04-19 22:00:00,1712,7.629,82.1,17.79,15.02,44.36,29.39,45.4,13.62
455,2017-04-19 23:00:00,1713,4.742,82.7,20.59,11.16,45.95,29.36,47.1,13.62
456,2017-04-20 00:00:00,1714,2.069,94.5,52.55,6.153,47.41,29.34,49.43,13.62
457,2017-04-20 01:00:00,1715,5.083,149.2,23.61,11.73,51.15,29.31,52.28,13.62
458,2017-04-20 02:00:00,1716,5.191,175.8,28.74,10.99,54.19,29.27,54.6,13.62
459,2017-04-20 03:00:00,1717,7.825,192.9,16.4,16.39,60.96,29.24,60.09,13.62
460,2017-04-20 04:00:00,1718,7.168,329.1,79.51,15.69,61.3,29.25,62.3,13.62
461,2017-04-20 05:00:00,1719,6.439,20.63,22.79,16.42,51.73,29.25,61.32,13.62
462,2017-04-20 06:00:00,1720,4.9,69.72,23.74,9.8,49.88,29.23,55.19,13.62
463,2017-04-20 07:00:00,1721,3.305,83.5,37.03,10.53,51.72,29.21,55.15,13.62
464,2017-04-20 08:00:00,1722,2.59,224.6,88.4,19.09,58,29.2,63.21,13.62
465,2017-04-20 09:00:00,1723,12.06,229.5,16.97,25.11,72.72,29.18,75.44,13.62
466,2017-04-20 10:00:00,1724,16.18,247.4,14.29,32.02,74.77,29.18,79.03,13.52
467,2017-04-20 11:00:00,1725,16.29,241.2,13.89,29.88,72.98,29.18,78.65,13.1
468,2017-04-20 12:00:00,1726,14.48,250.3,15.68,29.88,69.93,29.17,77.99,13.65
469,2017-04-20 13:00:00,1727,18.55,264.4,14.78,31.7,69.74,29.16,80.9,13.49
470,2017-04-20 14:00:00,1728,17.34,259.0,14.89,29.28,68.12,29.19,79.2,14.3
471,2017-04-20 15:00:00,1729,16.33,265.6,15.85,28.62,67.71,29.17,79.03,14.35
472,2017-04-20 16:00:00,1730,16.22,264.4,18.64,28.55,66.03,29.18,77.99,13.49
473,2017-04-20 17:00:00,1731,17.01,275.7,13.9,29.28,63.01,29.21,75.38,13.49
474,2017-04-20 18:00:00,1732,15.64,279.4,15.73,29.07,60.45,29.24,71.55,13.49
475,2017-04-20 19:00:00,1733,13.07,286.3,15.42,23.12,58.31,29.26,66.9,14.32
476,2017-04-20 20:00:00,1734,14.0,288.1,14.95,28.58,57.48,29.28,61.95,14.32
477,2017-04-20 21:00:00,1735,14.71,283.6,13.51,27.71,55.78,29.31,60.17,14.33
478,2017-04-20 22:00:00,1736,13.37,296.3,18.54,25.11,54.69,29.32,58.95,14.33
479,2017-04-20 23:00:00,1737,11.82,281.4,12.52,24.45,53.98,29.33,57.78,13.62
480,2017-04-21 00:00:00,1738,14.96,287.5,13.22,27.57,51.92,29.34,57.01,13.62
481,2017-04-21 01:00:00,1739,12.12,293.7,16.87,22.98,51.64,29.34,54.98,14.38
482,2017-04-21 02:00:00,1740,11.13,279.9,13.78,20.52,51.46,29.33,54.44,13.62
483,2017-04-21 03:00:00,1741,12.0,285.1,13.95,23.15,50.83,29.33,54.19,13.61
484,2017-04-21 04:00:00,1742,11.11,300.6,15.01,20.8,49.64,29.34,53.23,13.61
485,2017-04-21 05:00:00,1743,8.33,301.3,14.01,18.45,48.13,29.35,51.34,13.6
486,2017-04-21 06:00:00,1744,9.29,315.2,16.4,16.0,47.55,29.38,48.34,13.6
487,2017-04-21 07:00:00,1745,8.92,332.0,23.13,19.23,NAN,29.41,48.46,13.41
488,2017-04-21 08:00:00,1746,14.66,5.213,24.06,91.6,45.48,29.42,48.74,13.6
489,2017-04-21 09:00:00,1747,10.41,7.281,22.44,17.89,45.11,29.45,52.24,13.62
490,2017-04-21 10:00:00,1748,11.31,10.89,22.99,20.59,46.26,29.47,55.95,13.62
491,2017-04-21 11:00:00,1749,12.17,21.18,19.5,21.54,46.93,29.48,57.1,13.61
492,2017-04-21 12:00:00,1750,11.55,25.54,18.1,20.24,46.58,29.48,57.66,13.61
493,2017-04-21 13:00:00,1751,12.1,38.73,17.54,21.75,45.95,29.49,55.99,13.61
494,2017-04-21 14:00:00,1752,13.2,32.14,15.95,22.76,45.05,29.51,54.39,13.61
495,2017-04-21 15:00:00,1753,13.07,26.58,16.22,21.01,45.21,29.5,53.77,13.61
496,2017-04-21 16:00:00,1754,10.74,19.06,17.41,20.45,46.33,29.48,53.77,13.61
497,2017-04-21 17:00:00,1755,8.41,25.68,20.12,15.09,46.69,29.48,53.85,13.61
498,2017-04-21 18:00:00,1756,6.66,31.36,18.37,14.39,46.32,29.48,52.78,13.62
499,2017-04-21 19:00:00,1757,7.655,25.83,17.96,14.98,46.41,29.49,49.99,13.61
500,2017-04-21 20:00:00,1758,7.759,27.08,16.12,14.81,46.19,29.51,47.46,13.61
501,2017-04-21 21:00:00,1759,7.793,29.35,15.57,15.65,45.88,29.51,46.7,13.61
502,2017-04-21 22:00:00,1760,9.41,30.94,13.57,16.11,45.46,29.5,46.27,13.61
503,2017-04-21 23:00:00,1761,8.87,32.59,14.9,16.7,45.17,29.5,45.56,13.61
504,2017-04-22 00:00:00,1762,8.71,26.12,14.56,16.32,44.74,29.51,45.2,13.61
505,2017-04-22 01:00:00,1763,9.06,29.6,14.02,16.53,44.31,29.51,44.61,13.61
506,2017-04-22 02:00:00,1764,9.94,30.53,13.23,18.14,43.97,29.5,44.26,13.61
507,2017-04-22 03:00:00,1765,9.99,34.55,14.2,20.0,43.82,29.49,44.1,13.61
508,2017-04-22 04:00:00,1766,7.714,44.29,15.29,14.63,43.82,29.51,43.71,13.61
509,2017-04-22 05:00:00,1767,9.01,45.15,16.6,17.47,43.82,29.51,43.71,13.61
510,2017-04-22 06:00:00,1768,8.28,46.89,16.94,17.79,44.08,29.53,44.49,13.61
511,2017-04-22 07:00:00,1769,7.664,44.89,17.56,13.69,44.67,29.56,45.95,13.61
512,2017-04-22 08:00:00,1770,10.63,34.48,12.99,17.51,44.9,29.57,47.54,13.61
513,2017-04-22 09:00:00,1771,11.46,30.7,13.16,19.12,45.54,29.57,51.34,13.61
514,2017-04-22 10:00:00,1772,10.58,31.97,15.21,17.86,47.14,29.57,57.87,13.61
515,2017-04-22 11:00:00,1773,11.37,23.15,16.81,18.42,47.06,29.58,60.53,13.61
516,2017-04-22 12:00:00,1774,11.61,27.11,18.42,18.94,47.6,29.58,61.5,13.62
517,2017-04-22 13:00:00,1775,12.69,14.46,19.92,22.98,47.63,29.56,61.59,13.62
518,2017-04-22 14:00:00,1776,10.35,3.164,24.03,18.45,48.51,29.55,62.17,13.62
519,2017-04-22 15:00:00,1777,10.42,10.77,19.19,17.68,49.68,29.53,62.53,13.62
520,2017-04-22 16:00:00,1778,9.14,5.366,22.27,18.8,49.71,29.53,62.21,13.62
521,2017-04-22 17:00:00,1779,9.8,8.66,20.4,18.24,50.3,29.53,60.61,13.62
522,2017-04-22 18:00:00,1780,8.19,7.004,20.7,15.37,50.74,29.52,59.87,13.62
523,2017-04-22 19:00:00,1781,6.324,15.53,16.2,12.64,49.81,29.52,57.87,13.61
524,2017-04-22 20:00:00,1782,4.831,16.99,18.37,9.13,48.84,29.52,51.38,13.62
525,2017-04-22 21:00:00,1783,3.752,41.13,18.76,7.625,48.19,29.52,48.22,13.61
526,2017-04-22 22:00:00,1784,2.756,37.36,15.83,5.382,47.02,29.53,46.35,13.61
527,2017-04-22 23:00:00,1785,2.634,63.65,25.89,4.996,46.12,29.53,44.77,13.61
528,2017-04-23 00:00:00,1786,1.389,111.4,24.29,3.069,44.33,29.52,43.43,13.61
529,2017-04-23 01:00:00,1787,1.195,77.03,51.59,2.578,44,29.51,41.79,13.61
530,2017-04-23 02:00:00,1788,0.769,268.3,87.1,1.632,43.5,29.49,40.75,13.61
531,2017-04-23 03:00:00,1789,1.628,284.6,22.18,3.559,42.3,29.49,40.2,13.61
532,2017-04-23 04:00:00,1790,1.707,280.4,13.65,2.718,41.96,29.49,39.55,13.61
533,2017-04-23 05:00:00,1791,1.713,289.7,16.54,3.209,41.47,29.5,39.04,13.6
534,2017-04-23 06:00:00,1792,1.766,215.4,41.18,3.84,42.25,29.51,39.51,13.6
535,2017-04-23 07:00:00,1793,1.881,245.1,38.13,3.77,46.23,29.51,43.39,13.61
536,2017-04-23 08:00:00,1794,2.218,268.7,31.55,4.4,51.67,29.52,48.86,13.61
537,2017-04-23 09:00:00,1795,2.424,331.3,71.39,6.398,56.78,29.5,61.72,13.61
538,2017-04-23 10:00:00,1796,5.409,79.78,16.0,8.08,59.54,29.49,75.28,13.61
539,2017-04-23 11:00:00,1797,5.677,75.85,17.22,8.47,60.15,29.48,78.98,13.63
540,2017-04-23 12:00:00,1798,6.194,81.0,13.93,9.31,60.79,29.47,82.1,13.63
541,2017-04-23 13:00:00,1799,6.243,70.52,17.01,9.94,61.58,29.45,82.2,13.63
542,2017-04-23 14:00:00,1800,6.849,77.72,15.37,11.09,62.79,29.43,82.2,13.63
543,2017-04-23 15:00:00,1801,7.563,83.1,13.82,10.95,64.11,29.42,81.0,13.63
544,2017-04-23 16:00:00,1802,6.761,91.1,15.56,11.34,65.3,29.41,80.5,13.63
545,2017-04-23 17:00:00,1803,6.742,90.1,14.86,11.55,65.13,29.42,79.2,13.63
546,2017-04-23 18:00:00,1804,5.528,90.8,15.52,10.64,63.68,29.41,76.76,13.61
547,2017-04-23 19:00:00,1805,3.153,94.8,16.58,6.363,59.87,29.41,72.41,13.62
548,2017-04-23 20:00:00,1806,1.627,70.86,23.5,3.384,57.87,29.42,62.08,13.62
549,2017-04-23 21:00:00,1807,4.241,34.43,20.82,12.39,55.29,29.42,56.42,13.61
550,2017-04-23 22:00:00,1808,7.6,21.23,15.17,12.43,47.62,29.41,54.06,13.61
